                                SS           DS         SPEX         DPEX          Sum
 NEG         28768421            0            0            0            0     28768421
 SI          31308649     35928272      7751258     21053005      9317989    105359173
 DI           1205539      8010339      3834944      5306761      4195802     22553385
 TI           2930133      4709476      2545786      4894794      3427636     18507825
 SC          40913576      9018937      1763237     11260165      4501352     67457267
 DC           1386390       921929       330091      1162511       438062      4238983
 DCAI         1812186       634726       224727       729497       304438      3705574
 TEX         15166122     24405310      5183856     14651016      6621660     66027964
 --------------------------------------------------------------------------------------
 Sum        123491016     83628989     21633899     59057749     28806939
 
                                SS           DS         SPEX         DPEX          Sum
 NEG             9.09         0.00         0.00         0.00         0.00         9.09
 SI              9.89        11.35         2.45         6.65         2.94        33.28
 DI              0.38         2.53         1.21         1.68         1.33         7.12
 TI              0.93         1.49         0.80         1.55         1.08         5.85
 SC             12.92         2.85         0.56         3.56         1.42        21.31
 DC              0.44         0.29         0.10         0.37         0.14         1.34
 DCAI            0.57         0.20         0.07         0.23         0.10         1.17
 TEX             4.79         7.71         1.64         4.63         2.09        20.85
 --------------------------------------------------------------------------------------
 Sum            39.00        26.41         6.83        18.65         9.10
