 E              SP        Sig       dE     dN        SP1           Ions
 Various data to calculate stopping power for input of 1 ion/cm^2/s.
 Conversion from [eV*cm^2] to [(MeV/mg)*cm^2] is 3.345e-15.
 Ion Energy     dE/dN     Sigma       dE     dN        Sigma*dE      Counts
 [keV/u]        [eV*cm^2] [cm^2]      [eV]   [cm^-2]   [eV*cm^2]    per bin
     1.50       4.93E-18  2.93E-16    38.47  5.10E+15  1.13E-14     6494136
     2.50       6.12E-18  3.68E-16    38.37  3.61E+15  1.41E-14     6507153
     3.50       9.75E-18  4.63E-16    38.31  2.75E+15  1.77E-14     6508654
     4.50       1.32E-17  5.66E-16    38.37  2.26E+15  2.17E-14     6512042
     5.50       1.41E-17  6.70E-16    38.60  1.98E+15  2.59E-14     6481212
     6.50       1.57E-17  7.69E-16    39.15  1.80E+15  3.01E-14     6417438
     7.50       1.72E-17  8.57E-16    39.66  1.69E+15  3.40E-14     6367534
     8.50       2.79E-17  9.29E-16    39.81  1.62E+15  3.70E-14     6349210
     9.50       2.53E-17  9.85E-16    39.04  1.58E+15  3.85E-14     6452303
    10.50       2.07E-17  1.02E-15    39.18  1.56E+15  3.99E-14     6400464
    11.50       2.08E-17  1.03E-15    40.57  1.57E+15  4.19E-14     6181761
    12.50       3.51E-17  1.04E-15    42.00  1.57E+15  4.37E-14     5970219
    13.50       2.57E-17  1.04E-15    43.42  1.57E+15  4.52E-14     5776082
    14.50       2.37E-17  1.04E-15    44.89  1.56E+15  4.66E-14     5586168
    15.50       2.40E-17  1.03E-15    46.31  1.56E+15  4.79E-14     5414898
    16.50       3.95E-17  1.03E-15    47.87  1.55E+15  4.91E-14     5239571
    17.50       2.87E-17  1.02E-15    49.32  1.54E+15  5.03E-14     5084802
    18.50       2.91E-17  1.01E-15    50.80  1.53E+15  5.14E-14     4937080
    19.50       6.71E-17  1.00E-15    52.28  1.52E+15  5.25E-14     4796976
    20.50       4.33E-17  9.97E-16    53.78  1.52E+15  5.36E-14     4664956
    21.50       4.53E-17  9.91E-16    55.20  1.51E+15  5.47E-14     4544169
    22.50       4.02E-17  9.84E-16    56.67  1.50E+15  5.58E-14     4426627
    23.50       3.65E-17  9.79E-16    58.10  1.49E+15  5.69E-14     4317337
    24.50       3.69E-17  9.74E-16    59.53  1.47E+15  5.80E-14     4213926
    25.50       6.71E-17  9.70E-16    60.88  1.46E+15  5.91E-14     4120007
    26.50       4.10E-17  9.66E-16    62.30  1.45E+15  6.02E-14     4026342
    27.50       6.80E-17  9.64E-16    63.65  1.44E+15  6.13E-14     3941310
    28.50       4.36E-17  9.62E-16    65.04  1.43E+15  6.25E-14     3856963
    29.50       5.06E-17  9.59E-16    66.29  1.42E+15  6.36E-14     3784461
    30.50       4.68E-17  9.59E-16    67.58  1.41E+15  6.48E-14     3712859
    31.50       5.91E-17  9.59E-16    68.85  1.40E+15  6.60E-14     3642913
    32.50       6.14E-17  9.59E-16    70.12  1.39E+15  6.73E-14     3578200
    33.50       5.82E-17  9.60E-16    71.29  1.38E+15  6.85E-14     3519280
    34.50       5.32E-17  9.62E-16    72.51  1.36E+15  6.97E-14     3460189
    35.50       5.41E-17  9.64E-16    73.61  1.35E+15  7.09E-14     3408207
    36.50       7.53E-17  9.68E-16    74.77  1.34E+15  7.24E-14     3355183
    37.50       6.53E-17  9.71E-16    75.86  1.33E+15  7.36E-14     3307294
    38.50       7.22E-17  9.74E-16    76.91  1.32E+15  7.49E-14     3262047
    39.50       5.90E-17  9.79E-16    77.92  1.31E+15  7.63E-14     3219747
    40.50       6.68E-17  9.84E-16    78.95  1.30E+15  7.77E-14     3178073
    41.50       6.94E-17  9.89E-16    79.87  1.29E+15  7.90E-14     3141276
    42.50       6.66E-17  9.96E-16    80.83  1.27E+15  8.05E-14     3103806
    43.50       6.75E-17  1.00E-15    81.67  1.26E+15  8.19E-14     3072103
    44.50       6.21E-17  1.01E-15    82.58  1.25E+15  8.33E-14     3038254
    45.50       7.14E-17  1.02E-15    83.40  1.24E+15  8.48E-14     3008537
    46.50       1.12E-16  1.02E-15    84.19  1.23E+15  8.62E-14     2980264
    47.50       1.29E-16  1.03E-15    84.87  1.22E+15  8.76E-14     2956369
    48.50       9.42E-17  1.04E-15    85.70  1.21E+15  8.91E-14     2927784
    49.50       8.33E-17  1.05E-15    86.36  1.19E+15  9.06E-14     2905313
    50.50       1.57E-16  1.06E-15    87.15  1.19E+15  9.20E-14     2879110
    51.50       9.19E-17  1.06E-15    87.89  1.18E+15  9.34E-14     2854786
    52.50       1.21E-16  1.07E-15    88.51  1.17E+15  9.48E-14     2834477
    53.50       8.17E-17  1.08E-15    89.16  1.16E+15  9.61E-14     2814398
    54.50       9.83E-17  1.08E-15    89.92  1.15E+15  9.75E-14     2790315
    55.50       9.04E-17  1.09E-15    90.52  1.14E+15  9.88E-14     2772277
