  244.551  1.636E-08
  255.105  2.901E-07
  256.577  6.350E-06
  263.280  4.065E-05
  267.173  2.369E-04
  267.243  8.193E-04
  273.999  5.711E-05
  283.438  2.451E-05
  293.941  2.048E-05
  308.119  7.816E-03
  315.579  9.608E-04
  319.115  1.147E-02
  323.566  1.377E-02
  329.055  1.269E-02
  330.537  2.229E-04
  330.951  1.802E-02
  339.576  4.528E-03
  341.132  4.224E-03
  342.846  4.225E-03
  343.237  4.822E-05
  344.841  1.899E-02
  346.392  9.353E-04
  351.840  3.723E-02
  353.740  4.438E-06
  358.306  7.559E-03
  362.433  5.209E-03
  366.492  1.248E-04
  377.138  1.645E-07
  378.701  6.372E-03
  388.787  4.042E-06
  399.305  1.800E-06
  413.143  9.511E-06
  423.733  4.740E-06
  424.207  1.414E-02
  427.974  4.708E-06
  438.503  1.278E-02
  438.649  9.427E-08
  444.627  1.523E-03
  461.079  2.916E-03
  484.031  1.241E-02
  507.716  2.055E-03
  522.479  2.070E-03
