                                SS           DS         SPEX         DPEX          Sum
 NEG         28851592            0            0            0            0     28851592
 SI          95751946     41853711      9620674     27655945     11740830    186623106
 DI           6515055     10813880      5381836      8271652      5992394     36974817
 TI           7063958      6953741      3668964      7277057      4779245     29742965
 SC          48143342     10074154      2054854     12478260      4909142     77659752
 DC           1523691      1161542       463529      1412984       600324      5162070
 DCAI         2702787       938658       335257      1064890       449075      5490667
 TEX         39431329     25971005      5616047     16393880      7198781     94611042
 --------------------------------------------------------------------------------------
 Sum        229983700     97766691     27141161     74554668     35669791
 
                                SS           DS         SPEX         DPEX          Sum
 NEG             6.20         0.00         0.00         0.00         0.00         6.20
 SI             20.59         9.00         2.07         5.95         2.52        40.12
 DI              1.40         2.33         1.16         1.78         1.29         7.95
 TI              1.52         1.50         0.79         1.56         1.03         6.39
 SC             10.35         2.17         0.44         2.68         1.06        16.70
 DC              0.33         0.25         0.10         0.30         0.13         1.11
 DCAI            0.58         0.20         0.07         0.23         0.10         1.18
 TEX             8.48         5.58         1.21         3.52         1.55        20.34
 --------------------------------------------------------------------------------------
 Sum            49.45        21.02         5.84        16.03         7.67
