 Total Production Rate:  7.212E+03

           560.984   568.474   574.001   665.616
  2182.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2180.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2178.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2176.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2174.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2172.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2170.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2168.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2166.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2164.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2162.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2160.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2158.00 1.557E-09 1.557E-09 1.557E-09 8.245E-10
  2156.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2154.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2152.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2150.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2148.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2146.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2144.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2142.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2140.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2138.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2136.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2134.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2132.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2130.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2128.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2126.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2124.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2122.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2120.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2118.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2116.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2114.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2112.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2110.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2108.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2106.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2104.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2102.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2100.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2098.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2096.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2094.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2092.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2090.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2088.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2086.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2084.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2082.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2080.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2078.00 1.557E-09 1.557E-09 1.557E-09 8.245E-10
  2076.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2074.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2072.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2070.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2068.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2066.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2064.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2062.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2060.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2058.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2056.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2054.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2052.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2050.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2048.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2046.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2044.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2042.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2040.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2038.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2036.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2034.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2032.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2030.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2028.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2026.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2024.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2022.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2020.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2018.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2016.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2014.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2012.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2010.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2008.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2006.00 1.557E-09 1.557E-09 1.557E-09 8.245E-10
  2004.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2002.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  2000.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1998.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1996.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1994.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1992.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1990.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1988.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1986.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1984.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1982.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1980.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1978.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1976.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1974.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1972.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1970.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1968.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1966.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1964.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1962.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1960.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1958.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1956.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1954.00 1.557E-09 1.557E-09 1.557E-09 8.245E-10
  1952.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1950.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1948.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1946.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1944.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1942.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1940.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1938.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1936.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1934.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1932.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1930.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1928.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1926.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1924.00 2.153E-09 2.153E-09 2.153E-09 1.140E-09
  1922.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1920.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1918.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1916.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1914.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1912.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1910.00 1.557E-09 1.557E-09 1.557E-09 8.245E-10
  1908.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1906.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1904.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1902.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1900.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1898.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1896.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1894.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1892.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1890.00 1.147E-09 1.147E-09 1.147E-09 6.074E-10
  1888.00 1.557E-09 1.557E-09 1.557E-09 8.245E-10
  1886.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1884.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1882.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1880.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1878.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1876.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1874.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1872.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1870.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1868.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1866.00 2.153E-09 2.153E-09 2.153E-09 1.140E-09
  1864.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1862.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1860.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1858.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1856.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1854.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1852.00 1.998E-09 1.998E-09 1.998E-09 1.058E-09
  1850.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1848.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1846.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1844.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1842.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1840.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1838.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1836.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1834.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1832.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1830.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1828.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1826.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1824.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1822.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1820.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1818.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1816.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1814.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1812.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1810.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1808.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1806.00 1.846E-09 1.846E-09 1.846E-09 9.773E-10
  1804.00 1.998E-09 1.998E-09 1.998E-09 1.058E-09
  1802.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1800.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1798.00 1.998E-09 1.998E-09 1.998E-09 1.058E-09
  1796.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1794.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1792.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1790.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1788.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1786.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1784.00 1.163E-09 1.163E-09 1.163E-09 6.156E-10
  1782.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1780.00 1.846E-09 1.846E-09 1.846E-09 9.773E-10
  1778.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1776.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1774.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1772.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1770.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1768.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1766.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1764.00 1.163E-09 1.163E-09 1.163E-09 6.156E-10
  1762.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1760.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1758.00 1.315E-09 1.315E-09 1.315E-09 6.962E-10
  1756.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1754.00 1.557E-09 1.557E-09 1.557E-09 8.245E-10
  1752.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1750.00 1.147E-09 1.147E-09 1.147E-09 6.074E-10
  1748.00 1.846E-09 1.846E-09 1.846E-09 9.773E-10
  1746.00 3.248E-09 3.248E-09 3.248E-09 1.720E-09
  1744.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1742.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1740.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1738.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1736.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1734.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1732.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1730.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1728.00 2.707E-09 2.707E-09 2.707E-09 1.433E-09
  1726.00 1.163E-09 1.163E-09 1.163E-09 6.156E-10
  1724.00 1.315E-09 1.315E-09 1.315E-09 6.962E-10
  1722.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1720.00 5.414E-09 5.414E-09 5.414E-09 2.866E-09
  1718.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1716.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1714.00 2.294E-09 2.294E-09 2.294E-09 1.215E-09
  1712.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1710.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1708.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1706.00 2.416E-09 2.416E-09 2.416E-09 1.279E-09
  1704.00 3.145E-09 3.145E-09 3.145E-09 1.665E-09
  1702.00 3.300E-09 3.300E-09 3.300E-09 1.747E-09
  1700.00 2.153E-09 2.153E-09 2.153E-09 1.140E-09
  1698.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1696.00 1.998E-09 1.998E-09 1.998E-09 1.058E-09
  1694.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1692.00 1.147E-09 1.147E-09 1.147E-09 6.074E-10
  1690.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1688.00 4.563E-09 4.563E-09 4.563E-09 2.416E-09
  1686.00 2.153E-09 2.153E-09 2.153E-09 1.140E-09
  1684.00 3.171E-09 3.171E-09 3.171E-09 1.679E-09
  1682.00 5.414E-09 5.414E-09 5.414E-09 2.866E-09
  1680.00 2.153E-09 2.153E-09 2.153E-09 1.140E-09
  1678.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1676.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1674.00 3.841E-09 3.841E-09 3.841E-09 2.034E-09
  1672.00 1.315E-09 1.315E-09 1.315E-09 6.962E-10
  1670.00 4.151E-09 4.151E-09 4.151E-09 2.198E-09
  1668.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1666.00 1.998E-09 1.998E-09 1.998E-09 1.058E-09
  1664.00 1.846E-09 1.846E-09 1.846E-09 9.773E-10
  1662.00 5.543E-09 5.543E-09 5.543E-09 2.935E-09
  1660.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1658.00 3.300E-09 3.300E-09 3.300E-09 1.747E-09
  1656.00 2.733E-09 2.733E-09 2.733E-09 1.447E-09
  1654.00 1.147E-09 1.147E-09 1.147E-09 6.074E-10
  1652.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1650.00 4.047E-09 4.047E-09 4.047E-09 2.143E-09
  1648.00 6.007E-09 6.007E-09 6.007E-09 3.180E-09
  1646.00 3.016E-09 3.016E-09 3.016E-09 1.597E-09
  1644.00 1.163E-09 1.163E-09 1.163E-09 6.156E-10
  1642.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1640.00 2.990E-09 2.990E-09 2.990E-09 1.583E-09
  1638.00 8.095E-09 8.095E-09 8.095E-09 4.286E-09
  1636.00 3.403E-09 3.403E-09 3.403E-09 1.802E-09
  1634.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1632.00 5.594E-09 5.594E-09 5.594E-09 2.962E-09
  1630.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1628.00 8.636E-09 8.636E-09 8.636E-09 4.573E-09
  1626.00 7.141E-09 7.141E-09 7.141E-09 3.781E-09
  1624.00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
  1622.00 1.147E-09 1.147E-09 1.147E-09 6.074E-10
  1620.00 4.821E-09 4.821E-09 4.821E-09 2.553E-09
  1618.00 1.147E-09 1.147E-09 1.147E-09 6.074E-10
  1616.00 6.342E-09 6.342E-09 6.342E-09 3.358E-09
  1614.00 5.027E-09 5.027E-09 5.027E-09 2.662E-09
  1612.00 9.126E-09 9.126E-09 9.126E-09 4.832E-09
  1610.00 1.611E-08 1.611E-08 1.611E-08 8.531E-09
  1608.00 5.311E-09 5.311E-09 5.311E-09 2.812E-09
  1606.00 2.990E-09 2.990E-09 2.990E-09 1.583E-09
  1604.00 4.847E-09 4.847E-09 4.847E-09 2.566E-09
  1602.00 5.465E-09 5.465E-09 5.465E-09 2.894E-09
  1600.00 8.275E-09 8.275E-09 8.275E-09 4.382E-09
  1598.00 2.153E-09 2.153E-09 2.153E-09 1.140E-09
  1596.00 6.729E-09 6.729E-09 6.729E-09 3.563E-09
  1594.00 7.631E-09 7.631E-09 7.631E-09 4.040E-09
  1592.00 1.147E-09 1.147E-09 1.147E-09 6.074E-10
  1590.00 5.156E-09 5.156E-09 5.156E-09 2.730E-09
  1588.00 5.465E-09 5.465E-09 5.465E-09 2.894E-09
  1586.00 5.104E-09 5.104E-09 5.104E-09 2.703E-09
  1584.00 8.301E-09 8.301E-09 8.301E-09 4.395E-09
  1582.00 7.450E-09 7.450E-09 7.450E-09 3.945E-09
  1580.00 1.060E-08 1.060E-08 1.060E-08 5.610E-09
  1578.00 3.403E-09 3.403E-09 3.403E-09 1.802E-09
  1576.00 3.403E-09 3.403E-09 3.403E-09 1.802E-09
  1574.00 9.796E-09 9.796E-09 9.796E-09 5.187E-09
  1572.00 8.430E-09 8.430E-09 8.430E-09 4.464E-09
  1570.00 4.692E-09 4.692E-09 4.692E-09 2.484E-09
  1568.00 8.404E-09 8.404E-09 8.404E-09 4.450E-09
  1566.00 7.450E-09 7.450E-09 7.450E-09 3.945E-09
  1564.00 8.533E-09 8.533E-09 8.533E-09 4.518E-09
  1562.00 5.414E-09 5.414E-09 5.414E-09 2.866E-09
  1560.00 7.141E-09 7.141E-09 7.141E-09 3.781E-09
  1558.00 8.404E-09 8.404E-09 8.404E-09 4.450E-09
  1556.00 4.202E-09 4.202E-09 4.202E-09 2.225E-09
  1554.00 1.067E-08 1.067E-08 1.067E-08 5.651E-09
  1552.00 1.088E-08 1.088E-08 1.088E-08 5.760E-09
  1550.00 4.460E-09 4.460E-09 4.460E-09 2.361E-09
  1548.00 1.655E-08 1.655E-08 1.655E-08 8.763E-09
  1546.00 1.647E-08 1.647E-08 1.647E-08 8.722E-09
  1544.00 6.703E-09 6.703E-09 6.703E-09 3.549E-09
  1542.00 6.625E-09 6.625E-09 6.625E-09 3.508E-09
  1540.00 3.558E-09 3.558E-09 3.558E-09 1.884E-09
  1538.00 9.719E-09 9.719E-09 9.719E-09 5.146E-09
  1536.00 1.003E-08 1.003E-08 1.003E-08 5.310E-09
  1534.00 6.574E-09 6.574E-09 6.574E-09 3.481E-09
  1532.00 9.977E-09 9.977E-09 9.977E-09 5.283E-09
  1530.00 1.444E-08 1.444E-08 1.444E-08 7.644E-09
  1528.00 1.317E-08 1.317E-08 1.317E-08 6.975E-09
  1526.00 7.631E-09 7.631E-09 7.631E-09 4.040E-09
  1524.00 1.315E-08 1.315E-08 1.315E-08 6.962E-09
  1522.00 4.305E-09 4.305E-09 4.305E-09 2.280E-09
  1520.00 5.311E-09 5.311E-09 5.311E-09 2.812E-09
  1518.00 1.106E-08 1.106E-08 1.106E-08 5.856E-09
  1516.00 1.828E-08 1.828E-08 1.828E-08 9.678E-09
  1514.00 2.021E-08 2.021E-08 2.021E-08 1.070E-08
  1512.00 1.286E-08 1.286E-08 1.286E-08 6.811E-09
  1510.00 3.145E-09 3.145E-09 3.145E-09 1.665E-09
  1508.00 6.986E-09 6.986E-09 6.986E-09 3.699E-09
  1506.00 1.629E-08 1.629E-08 1.629E-08 8.627E-09
  1504.00 7.296E-09 7.296E-09 7.296E-09 3.863E-09
  1502.00 1.088E-08 1.088E-08 1.088E-08 5.760E-09
  1500.00 1.761E-08 1.761E-08 1.761E-08 9.323E-09
  1498.00 1.299E-08 1.299E-08 1.299E-08 6.880E-09
  1496.00 1.575E-08 1.575E-08 1.575E-08 8.340E-09
  1494.00 8.146E-09 8.146E-09 8.146E-09 4.313E-09
  1492.00 1.405E-08 1.405E-08 1.405E-08 7.439E-09
  1490.00 7.863E-09 7.863E-09 7.863E-09 4.163E-09
  1488.00 2.681E-08 2.681E-08 2.681E-08 1.420E-08
  1486.00 2.681E-08 2.681E-08 2.681E-08 1.420E-08
  1484.00 1.181E-08 1.181E-08 1.181E-08 6.252E-09
  1482.00 1.405E-08 1.405E-08 1.405E-08 7.439E-09
  1480.00 3.274E-08 3.274E-08 3.274E-08 1.734E-08
  1478.00 1.632E-08 1.632E-08 1.632E-08 8.640E-09
  1476.00 1.967E-08 1.967E-08 1.967E-08 1.041E-08
  1474.00 1.861E-08 1.861E-08 1.861E-08 9.855E-09
  1472.00 3.119E-08 3.119E-08 3.119E-08 1.652E-08
  1470.00 2.274E-08 2.274E-08 2.274E-08 1.204E-08
  1468.00 1.542E-08 1.542E-08 1.542E-08 8.163E-09
  1466.00 1.542E-08 1.542E-08 1.542E-08 8.163E-09
  1464.00 2.887E-08 2.887E-08 2.887E-08 1.529E-08
  1462.00 2.346E-08 2.346E-08 2.346E-08 1.242E-08
  1460.00 3.403E-08 3.403E-08 3.403E-08 1.802E-08
  1458.00 4.563E-08 4.563E-08 4.563E-08 2.416E-08
  1456.00 2.431E-08 2.431E-08 2.431E-08 1.287E-08
  1454.00 1.807E-08 1.807E-08 1.807E-08 9.569E-09
  1452.00 2.810E-08 2.810E-08 2.810E-08 1.488E-08
  1450.00 2.758E-08 2.758E-08 2.758E-08 1.461E-08
  1448.00 3.661E-08 3.661E-08 3.661E-08 1.938E-08
  1446.00 3.867E-08 3.867E-08 3.867E-08 2.047E-08
  1444.00 3.609E-08 3.609E-08 3.609E-08 1.911E-08
  1442.00 4.151E-08 4.151E-08 4.151E-08 2.198E-08
  1440.00 1.660E-08 1.660E-08 1.660E-08 8.791E-09
  1438.00 2.758E-08 2.758E-08 2.758E-08 1.461E-08
  1436.00 2.836E-08 2.836E-08 2.836E-08 1.502E-08
  1434.00 2.472E-08 2.472E-08 2.472E-08 1.309E-08
  1432.00 2.887E-08 2.887E-08 2.887E-08 1.529E-08
  1430.00 3.248E-08 3.248E-08 3.248E-08 1.720E-08
  1428.00 5.053E-08 5.053E-08 5.053E-08 2.675E-08
  1426.00 3.300E-08 3.300E-08 3.300E-08 1.747E-08
  1424.00 2.021E-08 2.021E-08 2.021E-08 1.070E-08
  1422.00 4.640E-08 4.640E-08 4.640E-08 2.457E-08
  1420.00 3.222E-08 3.222E-08 3.222E-08 1.706E-08
  1418.00 4.666E-08 4.666E-08 4.666E-08 2.471E-08
  1416.00 3.867E-08 3.867E-08 3.867E-08 2.047E-08
  1414.00 3.841E-08 3.841E-08 3.841E-08 2.034E-08
  1412.00 3.171E-08 3.171E-08 3.171E-08 1.679E-08
  1410.00 3.042E-08 3.042E-08 3.042E-08 1.611E-08
  1408.00 3.687E-08 3.687E-08 3.687E-08 1.952E-08
  1406.00 3.326E-08 3.326E-08 3.326E-08 1.761E-08
  1404.00 5.079E-08 5.079E-08 5.079E-08 2.689E-08
  1402.00 4.305E-08 4.305E-08 4.305E-08 2.280E-08
  1400.00 5.079E-08 5.079E-08 5.079E-08 2.689E-08
  1398.00 4.383E-08 4.383E-08 4.383E-08 2.320E-08
  1396.00 5.981E-08 5.981E-08 5.981E-08 3.167E-08
  1394.00 4.176E-08 4.176E-08 4.176E-08 2.211E-08
  1392.00 5.336E-08 5.336E-08 5.336E-08 2.826E-08
  1390.00 4.847E-08 4.847E-08 4.847E-08 2.566E-08
  1388.00 4.589E-08 4.589E-08 4.589E-08 2.430E-08
  1386.00 6.239E-08 6.239E-08 6.239E-08 3.303E-08
  1384.00 4.460E-08 4.460E-08 4.460E-08 2.361E-08
  1382.00 5.517E-08 5.517E-08 5.517E-08 2.921E-08
  1380.00 5.723E-08 5.723E-08 5.723E-08 3.030E-08
  1378.00 5.594E-08 5.594E-08 5.594E-08 2.962E-08
  1376.00 7.012E-08 7.012E-08 7.012E-08 3.713E-08
  1374.00 5.594E-08 5.594E-08 5.594E-08 2.962E-08
  1372.00 4.847E-08 4.847E-08 4.847E-08 2.566E-08
  1370.00 7.296E-08 7.296E-08 7.296E-08 3.863E-08
  1368.00 6.780E-08 6.780E-08 6.780E-08 3.590E-08
  1366.00 7.167E-08 7.167E-08 7.167E-08 3.795E-08
  1364.00 4.511E-08 4.511E-08 4.511E-08 2.389E-08
