                                SS           DS         SPEX         DPEX          Sum
 NEG         26166424            0            0            0            0     26166424
 SI           2743618     22831693      3447139      8710302      3815145     41547897
 DI             13805      3744214      1149519      1466144      1165031      7538713
 TI            179067      1049828       519352      1101133       825510      3674890
 SC          21533433      4785072       779690      6479687      2658874     36236756
 DC            792170       332273        66324       515942       116854      1823563
 DCAI          293576       132275        41944       172008        59626       699429
 TEX          1689271     18486751      3517173      9144200      4401623     37239018
 --------------------------------------------------------------------------------------
 Sum         53411364     51362106      9521141     27589416     13042663
 
                                SS           DS         SPEX         DPEX          Sum
 NEG            16.89         0.00         0.00         0.00         0.00        16.89
 SI              1.77        14.74         2.22         5.62         2.46        26.82
 DI              0.01         2.42         0.74         0.95         0.75         4.87
 TI              0.12         0.68         0.34         0.71         0.53         2.37
 SC             13.90         3.09         0.50         4.18         1.72        23.39
 DC              0.51         0.21         0.04         0.33         0.08         1.18
 DCAI            0.19         0.09         0.03         0.11         0.04         0.45
 TEX             1.09        11.93         2.27         5.90         2.84        24.04
 --------------------------------------------------------------------------------------
 Sum            34.48        33.15         6.15        17.81         8.42
