                                SS           DS         SPEX         DPEX          Sum
 SI           4548099     26931394     12604263     28854618      6501041     79439415
 DI           6286182      1977814      1627283      1993233      1156059     13040571
 TI            218721      6169529      4764515      6418128      4040155     21611048
 DCAI           30348        34034        19476        39057        19839       142754
 SC          45376427     22208708      8848886     34331343      8156709    118922073
 DC           2972457      5423554      2287538      7285510      3281526     21250585
 TEX          4330326     27831844     16155648     29870086      9439774     87627678
 -------------------------------------------------------------------------------------
 Sum         63762560     90576877     46307609    108791975     32595103    342034124
 
                                SS           DS         SPEX         DPEX          Sum
 SI              1.33         7.87         3.69         8.44         1.90        23.23
 DI              1.84         0.58         0.48         0.58         0.34         3.81
 TI              0.06         1.80         1.39         1.88         1.18         6.32
 DCAI            0.01         0.01         0.01         0.01         0.01         0.04
 SC             13.27         6.49         2.59        10.04         2.38        34.77
 DC              0.87         1.59         0.67         2.13         0.96         6.21
 TEX             1.27         8.14         4.72         8.73         2.76        25.62
 -------------------------------------------------------------------------------------
 Sum            18.64        26.48        13.54        31.81         9.53       100.00
