 E              SP        Sig       dE     dN        SP1           Ions
 Various data to calculate stopping power for input of 1 ion/cm^2/s.
 Conversion from [eV*cm^2] to [(MeV/mg)*cm^2] is 3.345e-15.
 Ion Energy     dE/dN     Sigma       dE     dN        Sigma*dE      Counts
 [keV/u]        [eV*cm^2] [cm^2]      [eV]   [cm^-2]   [eV*cm^2]    per bin
     1.50       4.52E-18  2.92E-16    38.44  5.10E+15  1.12E-14     6490738
     2.50       6.04E-18  3.68E-16    38.40  3.61E+15  1.41E-14     6504960
     3.50       8.80E-18  4.63E-16    38.37  2.75E+15  1.78E-14     6513201
     4.50       9.73E-18  5.66E-16    38.42  2.26E+15  2.17E-14     6513823
     5.50       1.42E-17  6.70E-16    38.60  1.98E+15  2.59E-14     6495254
     6.50       2.19E-17  7.69E-16    39.11  1.80E+15  3.01E-14     6415723
     7.50       1.95E-17  8.57E-16    39.79  1.69E+15  3.41E-14     6360004
     8.50       2.03E-17  9.29E-16    39.75  1.62E+15  3.69E-14     6359747
     9.50       2.34E-17  9.86E-16    39.07  1.57E+15  3.85E-14     6454745
    10.50       1.84E-17  1.02E-15    39.17  1.56E+15  3.99E-14     6408007
    11.50       1.86E-17  1.03E-15    40.56  1.57E+15  4.19E-14     6186824
    12.50       2.09E-17  1.04E-15    41.99  1.57E+15  4.36E-14     5978005
    13.50       2.55E-17  1.04E-15    43.40  1.57E+15  4.52E-14     5782771
    14.50       3.10E-17  1.04E-15    44.86  1.56E+15  4.66E-14     5594576
    15.50       2.79E-17  1.03E-15    46.36  1.56E+15  4.79E-14     5413999
    16.50       2.51E-17  1.03E-15    47.84  1.55E+15  4.91E-14     5247437
    17.50       3.10E-17  1.02E-15    49.33  1.54E+15  5.03E-14     5088086
    18.50       2.79E-17  1.01E-15    50.78  1.54E+15  5.14E-14     4942939
    19.50       2.80E-17  1.00E-15    52.27  1.53E+15  5.25E-14     4802166
    20.50       2.85E-17  9.97E-16    53.76  1.52E+15  5.36E-14     4669751
    21.50       3.27E-17  9.90E-16    55.21  1.51E+15  5.47E-14     4547175
    22.50       4.69E-17  9.85E-16    56.67  1.50E+15  5.58E-14     4429716
    23.50       3.63E-17  9.79E-16    58.11  1.48E+15  5.69E-14     4320245
    24.50       4.00E-17  9.73E-16    59.52  1.47E+15  5.79E-14     4217965
    25.50       5.50E-17  9.70E-16    60.93  1.46E+15  5.91E-14     4120282
    26.50       5.03E-17  9.66E-16    62.32  1.45E+15  6.02E-14     4028450
    27.50       3.83E-17  9.64E-16    63.68  1.44E+15  6.14E-14     3942198
    28.50       6.09E-17  9.61E-16    64.98  1.43E+15  6.24E-14     3864417
    29.50       5.80E-17  9.60E-16    66.35  1.42E+15  6.37E-14     3784044
    30.50       5.52E-17  9.58E-16    67.59  1.41E+15  6.48E-14     3714639
    31.50       5.40E-17  9.59E-16    68.86  1.40E+15  6.60E-14     3646066
    32.50       5.32E-17  9.59E-16    70.08  1.39E+15  6.72E-14     3583343
    33.50       5.50E-17  9.59E-16    71.30  1.38E+15  6.84E-14     3520783
    34.50       7.34E-17  9.62E-16    72.46  1.37E+15  6.97E-14     3465330
    35.50       6.17E-17  9.64E-16    73.63  1.35E+15  7.10E-14     3410173
    36.50       6.18E-17  9.67E-16    74.77  1.34E+15  7.23E-14     3358173
    37.50       6.25E-17  9.70E-16    75.88  1.33E+15  7.36E-14     3309420
    38.50       6.19E-17  9.74E-16    76.88  1.32E+15  7.49E-14     3265410
    39.50       8.30E-17  9.79E-16    77.94  1.31E+15  7.63E-14     3221593
    40.50       8.04E-17  9.85E-16    78.95  1.30E+15  7.78E-14     3180711
    41.50       6.94E-17  9.90E-16    79.88  1.28E+15  7.91E-14     3143705
    42.50       7.14E-17  9.95E-16    80.79  1.27E+15  8.04E-14     3108465
    43.50       7.02E-17  1.00E-15    81.75  1.26E+15  8.19E-14     3071569
    44.50       8.83E-17  1.01E-15    82.55  1.25E+15  8.34E-14     3041564
    45.50       7.48E-17  1.02E-15    83.36  1.24E+15  8.47E-14     3012648
    46.50       1.06E-16  1.02E-15    84.19  1.23E+15  8.62E-14     2982699
    47.50       8.61E-17  1.03E-15    84.99  1.22E+15  8.77E-14     2954729
    48.50       9.18E-17  1.04E-15    85.70  1.21E+15  8.91E-14     2930241
    49.50       9.91E-17  1.05E-15    86.40  1.20E+15  9.06E-14     2906175
    50.50       8.86E-17  1.06E-15    87.13  1.19E+15  9.21E-14     2882042
    51.50       1.00E-16  1.06E-15    87.85  1.18E+15  9.34E-14     2858556
    52.50       8.90E-17  1.07E-15    88.55  1.17E+15  9.48E-14     2836103
    53.50       1.11E-16  1.08E-15    89.14  1.16E+15  9.60E-14     2816921
    54.50       1.10E-16  1.08E-15    89.81  1.15E+15  9.74E-14     2796101
    55.50       1.27E-16  1.09E-15    90.43  1.14E+15  9.87E-14     2776983
