                                SS           DS         SPEX         DPEX          Sum
 NEG         28035372            0            0            0            0     28035372
 SI           7128499     28433810      5227491     13472188      5808130     60070118
 DI             99589      5273902      2090202      2688562      2149246     12301501
 TI            688969      2276334      1175110      2386648      1703450      8230511
 SC          29985303      6821851      1201409      8856192      3512203     50376958
 DC           1077716       557317       154692       781022       219579      2790326
 DCAI          748295       287816       100608       359813       132999      1629531
 TEX          4424103     21551343      4365646     11746022      5431725     47518839
 --------------------------------------------------------------------------------------
 Sum         72187846     65202373     14315158     40290447     18957332
 
                                SS           DS         SPEX         DPEX          Sum
 NEG            13.29         0.00         0.00         0.00         0.00        13.29
 SI              3.38        13.48         2.48         6.39         2.75        28.48
 DI              0.05         2.50         0.99         1.27         1.02         5.83
 TI              0.33         1.08         0.56         1.13         0.81         3.90
 SC             14.21         3.23         0.57         4.20         1.67        23.88
 DC              0.51         0.26         0.07         0.37         0.10         1.32
 DCAI            0.35         0.14         0.05         0.17         0.06         0.77
 TEX             2.10        10.22         2.07         5.57         2.58        22.53
 --------------------------------------------------------------------------------------
 Sum            34.22        30.91         6.79        19.10         8.99
