                                SS           DS         SPEX         DPEX          Sum
 SI          22166053     48240175     21864190     52858118     11743939    156872475
 DI          16777550      4909647      4008165      4981591      3013219     33690172
 TI           1413528     12697532      9667268     13306594      8161645     45246567
 DCAI          337232       205815       117630       249531       105691      1015899
 SC          73639458     36105553     14776460     52526267     12472443    189520181
 DC           4230009      8696993      4478163     10972568      5296556     33674289
 TEX         15048031     40188135     21139259     43850533     12187077    132413035
 -------------------------------------------------------------------------------------
 Sum        133611861    151043850     76051135    178745202     52980570    592432618
 
                                SS           DS         SPEX         DPEX          Sum
 SI              3.74         8.14         3.69         8.92         1.98        26.48
 DI              2.83         0.83         0.68         0.84         0.51         5.69
 TI              0.24         2.14         1.63         2.25         1.38         7.64
 DCAI            0.06         0.03         0.02         0.04         0.02         0.17
 SC             12.43         6.09         2.49         8.87         2.11        31.99
 DC              0.71         1.47         0.76         1.85         0.89         5.68
 TEX             2.54         6.78         3.57         7.40         2.06        22.35
 -------------------------------------------------------------------------------------
 Sum            22.55        25.50        12.84        30.17         8.94       100.00
