                                SS           DS         SPEX         DPEX          Sum
 SI           2280691     15763098      7729398     16714393      4161271     46648851
 DI           2961607       915243       759965       920877       558081      6115773
 TI             71841      3155484      2498107      3256010      2247608     11229050
 DCAI            5893        11154         6355        12280         7330        43012
 SC          29064004     13124624      5019442     21045273      5174154     73427497
 DC           2257765      3650018      1335679      5116725      2211053     14571240
 TEX          1806094     18696473     11921452     19744994      7367693     59536706
 -------------------------------------------------------------------------------------
 Sum         38447895     55316094     29270398     66810552     21727190    211572129
 
                                SS           DS         SPEX         DPEX          Sum
 SI              1.08         7.45         3.65         7.90         1.97        22.05
 DI              1.40         0.43         0.36         0.44         0.26         2.89
 TI              0.03         1.49         1.18         1.54         1.06         5.31
 DCAI            0.00         0.01         0.00         0.01         0.00         0.02
 SC             13.74         6.20         2.37         9.95         2.45        34.71
 DC              1.07         1.73         0.63         2.42         1.05         6.89
 TEX             0.85         8.84         5.63         9.33         3.48        28.14
 -------------------------------------------------------------------------------------
 Sum            18.17        26.15        13.83        31.58        10.27       100.00
