                                SS           DS         SPEX         DPEX          Sum
 NEG         29018003            0            0            0            0     29018003
 SI         728065542     51328911     11496151     37895821     14222656    843009081
 DI         108334279     19020523      7423228     17548964      8636058    160963052
 TI          20780310      9882951      4502740     10525510      5827025     51518536
 SC          55917849     10732645      2203929     13278329      5117743     87250495
 DC           1675982      1261815       512959      1520422       659603      5630781
 DCAI         3586676      1147404       381896      1296386       509606      6921968
 TEX        285127464     27586393      5973894     18337315      7640977    344666043
 --------------------------------------------------------------------------------------
 Sum       1232506105    120960642     32494797    100402747     42613668
 
                                SS           DS         SPEX         DPEX          Sum
 NEG             1.90         0.00         0.00         0.00         0.00         1.90
 SI             47.62         3.36         0.75         2.48         0.93        55.14
 DI              7.09         1.24         0.49         1.15         0.56        10.53
 TI              1.36         0.65         0.29         0.69         0.38         3.37
 SC              3.66         0.70         0.14         0.87         0.33         5.71
 DC              0.11         0.08         0.03         0.10         0.04         0.37
 DCAI            0.23         0.08         0.02         0.08         0.03         0.45
 TEX            18.65         1.80         0.39         1.20         0.50        22.54
 --------------------------------------------------------------------------------------
 Sum            80.61         7.91         2.13         6.57         2.79
