 E              SP        Sig       dE     dN        SP1           Ions
 Various data to calculate stopping power for input of 1 ion/cm^2/s.
 Conversion from [eV*cm^2] to [(MeV/mg)*cm^2] is 3.345e-15.
 Ion Energy     dE/dN     Sigma       dE     dN        Sigma*dE      Counts
 [keV/u]        [eV*cm^2] [cm^2]      [eV]   [cm^-2]   [eV*cm^2]    per bin
     1.50       4.53E-18  2.93E-16    38.49  5.10E+15  1.13E-14     6540149
     2.50       6.70E-18  3.68E-16    38.38  3.61E+15  1.41E-14     6554077
     3.50       1.15E-17  4.63E-16    38.29  2.75E+15  1.77E-14     6562853
     4.50       1.09E-17  5.65E-16    38.32  2.26E+15  2.17E-14     6558714
     5.50       1.33E-17  6.70E-16    38.69  1.98E+15  2.59E-14     6527299
     6.50       1.30E-17  7.69E-16    39.12  1.80E+15  3.01E-14     6457937
     7.50       1.76E-17  8.57E-16    39.67  1.69E+15  3.40E-14     6412846
     8.50       2.06E-17  9.30E-16    39.80  1.62E+15  3.70E-14     6394491
     9.50       2.07E-17  9.85E-16    39.07  1.57E+15  3.85E-14     6497118
    10.50       2.36E-17  1.02E-15    39.20  1.56E+15  3.99E-14     6442840
    11.50       2.92E-17  1.03E-15    40.55  1.57E+15  4.18E-14     6229792
    12.50       4.49E-17  1.04E-15    41.99  1.57E+15  4.36E-14     6015602
    13.50       2.29E-17  1.04E-15    43.44  1.57E+15  4.52E-14     5815233
    14.50       2.90E-17  1.04E-15    44.90  1.56E+15  4.66E-14     5625616
    15.50       2.73E-17  1.03E-15    46.38  1.56E+15  4.79E-14     5448216
    16.50       2.49E-17  1.03E-15    47.84  1.55E+15  4.91E-14     5281287
    17.50       3.04E-17  1.02E-15    49.34  1.54E+15  5.03E-14     5119428
    18.50       2.93E-17  1.01E-15    50.77  1.53E+15  5.14E-14     4975610
    19.50       3.64E-17  1.00E-15    52.27  1.53E+15  5.25E-14     4833448
    20.50       3.24E-17  9.97E-16    53.78  1.52E+15  5.36E-14     4697586
    21.50       3.56E-17  9.90E-16    55.22  1.51E+15  5.47E-14     4575760
    22.50       6.05E-17  9.84E-16    56.64  1.50E+15  5.58E-14     4460259
    23.50       6.71E-17  9.79E-16    58.08  1.49E+15  5.69E-14     4349873
    24.50       4.88E-17  9.73E-16    59.53  1.48E+15  5.79E-14     4244734
    25.50       4.08E-17  9.69E-16    60.94  1.46E+15  5.91E-14     4146677
    26.50       3.81E-17  9.66E-16    62.31  1.45E+15  6.02E-14     4055172
    27.50       4.31E-17  9.64E-16    63.66  1.44E+15  6.13E-14     3969628
    28.50       1.13E-16  9.61E-16    65.01  1.43E+15  6.25E-14     3886420
    29.50       4.82E-17  9.59E-16    66.31  1.42E+15  6.36E-14     3811027
    30.50       5.14E-17  9.59E-16    67.61  1.41E+15  6.48E-14     3736900
    31.50       8.17E-17  9.59E-16    68.88  1.40E+15  6.60E-14     3668632
    32.50       4.92E-17  9.59E-16    70.08  1.39E+15  6.72E-14     3605842
    33.50       6.13E-17  9.60E-16    71.32  1.38E+15  6.85E-14     3542891
    34.50       5.11E-17  9.61E-16    72.49  1.37E+15  6.97E-14     3486053
    35.50       5.56E-17  9.64E-16    73.63  1.35E+15  7.10E-14     3432052
    36.50       7.28E-17  9.67E-16    74.74  1.34E+15  7.23E-14     3380921
    37.50       5.81E-17  9.71E-16    75.88  1.33E+15  7.37E-14     3330187
    38.50       7.71E-17  9.75E-16    76.92  1.32E+15  7.50E-14     3286336
    39.50       7.85E-17  9.79E-16    77.97  1.31E+15  7.64E-14     3240498
    40.50       1.04E-16  9.84E-16    78.93  1.30E+15  7.77E-14     3202066
    41.50       9.38E-17  9.89E-16    79.85  1.29E+15  7.90E-14     3164539
    42.50       6.59E-17  9.96E-16    80.82  1.27E+15  8.05E-14     3126941
    43.50       7.73E-17  1.00E-15    81.68  1.26E+15  8.18E-14     3094250
    44.50       9.03E-17  1.01E-15    82.53  1.25E+15  8.32E-14     3062063
    45.50       7.29E-17  1.02E-15    83.37  1.24E+15  8.47E-14     3031432
    46.50       8.55E-17  1.02E-15    84.19  1.23E+15  8.61E-14     3001636
    47.50       8.40E-17  1.03E-15    84.96  1.22E+15  8.75E-14     2974824
    48.50       9.83E-17  1.04E-15    85.66  1.21E+15  8.92E-14     2950277
    49.50       8.43E-17  1.05E-15    86.37  1.19E+15  9.06E-14     2926019
    50.50       7.67E-17  1.06E-15    87.20  1.19E+15  9.21E-14     2898284
    51.50       8.30E-17  1.06E-15    87.87  1.18E+15  9.35E-14     2876261
    52.50       1.40E-16  1.07E-15    88.54  1.17E+15  9.47E-14     2854551
    53.50       1.91E-16  1.08E-15    89.22  1.16E+15  9.61E-14     2832674
    54.50       9.97E-17  1.08E-15    89.88  1.15E+15  9.75E-14     2811938
    55.50       1.20E-16  1.09E-15    90.51  1.14E+15  9.88E-14     2792400
