                                SS           DS         SPEX         DPEX          Sum
 SI          24130628     46285058     20972968     50901813     11386387    153676854
 DI          16821685      4875277      3970254      4953640      3014786     33635642
 TI           1553954     12329792      9376781     12931800      7930411     44122738
 DCAI          372497       223876       127058       269920       112881      1106232
 SC          70222797     34134258     13972776     49478559     11748083    179556473
 DC           3973668      8252615      4307842     10369258      5023362     31926745
 TEX         15716223     37694094     19701176     41221980     11362267    125695740
 -------------------------------------------------------------------------------------
 Sum        132791452    143794970     72428855    170126970     50578177    569720424
 
                                SS           DS         SPEX         DPEX          Sum
 SI              4.24         8.12         3.68         8.93         2.00        26.97
 DI              2.95         0.86         0.70         0.87         0.53         5.90
 TI              0.27         2.16         1.65         2.27         1.39         7.74
 DCAI            0.07         0.04         0.02         0.05         0.02         0.19
 SC             12.33         5.99         2.45         8.68         2.06        31.52
 DC              0.70         1.45         0.76         1.82         0.88         5.60
 TEX             2.76         6.62         3.46         7.24         1.99        22.06
 -------------------------------------------------------------------------------------
 Sum            23.31        25.24        12.71        29.86         8.88       100.00
