                                SS           DS         SPEX         DPEX          Sum
 SI          93574810     62701038     28123048     71258111     16396061    272053068
 DI          32872315      8291157      6497390      8619168      5190555     61470585
 TI           5770018     17692761     13055364     18870706     11200232     66589081
 DCAI          896921       463224       245343       558341       216302      2380131
 SC          91044963     40447791     16827399     57609308     13965030    219894491
 DC           4674437     10168905      5610990     12463874      6202656     39120862
 TEX         44864867     43116561     21759220     48111165     12671151    170522964
 -------------------------------------------------------------------------------------
 Sum        273698331    182881437     92118754    217490673     65841987    832031182
 
                                SS           DS         SPEX         DPEX          Sum
 SI             11.25         7.54         3.38         8.56         1.97        32.70
 DI              3.95         1.00         0.78         1.04         0.62         7.39
 TI              0.69         2.13         1.57         2.27         1.35         8.00
 DCAI            0.11         0.06         0.03         0.07         0.03         0.29
 SC             10.94         4.86         2.02         6.92         1.68        26.43
 DC              0.56         1.22         0.67         1.50         0.75         4.70
 TEX             5.39         5.18         2.62         5.78         1.52        20.49
 -------------------------------------------------------------------------------------
 Sum            32.90        21.98        11.07        26.14         7.91       100.00
