                                SS           DS         SPEX         DPEX          Sum
 SI           1506169      6570619      3323526      6978644      1855305     20234263
 DI            958254       276421       231346       278905       173066      1917992
 TI             20500       927570       765348       945404       758684      3417506
 DCAI             760         2435         1475         2587         1782         9039
 SC          13756990      5161617      1919067      8223653      2307574     31368901
 DC           1331684      1736434       532732      2544142      1081860      7226852
 TEX           453023      8611419      6215223      8899366      4070165     28249196
 -------------------------------------------------------------------------------------
 Sum         18027380     23286515     12988717     27872701     10248436     92423749
 
                                SS           DS         SPEX         DPEX          Sum
 SI              1.63         7.11         3.60         7.55         2.01        21.89
 DI              1.04         0.30         0.25         0.30         0.19         2.08
 TI              0.02         1.00         0.83         1.02         0.82         3.70
 DCAI            0.00         0.00         0.00         0.00         0.00         0.01
 SC             14.88         5.58         2.08         8.90         2.50        33.94
 DC              1.44         1.88         0.58         2.75         1.17         7.82
 TEX             0.49         9.32         6.72         9.63         4.40        30.56
 -------------------------------------------------------------------------------------
 Sum            19.51        25.20        14.05        30.16        11.09       100.00
