  244.551  1.643E-08
  255.105  2.911E-07
  256.577  6.373E-06
  263.280  4.078E-05
  267.173  2.376E-04
  267.243  8.218E-04
  273.999  5.727E-05
  283.438  2.456E-05
  293.941  2.036E-05
  308.119  7.772E-03
  315.579  9.555E-04
  319.115  3.485E-02
  323.566  3.717E-02
  329.055  3.612E-02
  330.537  2.218E-04
  330.951  1.793E-02
  339.576  4.506E-03
  341.132  4.203E-03
  342.846  4.204E-03
  343.237  4.799E-05
  344.841  1.889E-02
  346.392  9.308E-04
  351.840  4.953E-02
  353.740  4.418E-06
  358.306  7.525E-03
  362.433  5.186E-03
  366.492  1.243E-04
  377.138  1.639E-07
  378.701  6.346E-03
  388.787  4.026E-06
  399.305  1.793E-06
  413.143  9.479E-06
  423.733  4.724E-06
  424.207  1.410E-02
  427.974  4.693E-06
  438.503  1.274E-02
  438.649  9.399E-08
  444.627  1.518E-03
  461.079  2.908E-03
  484.031  1.238E-02
  507.716  2.050E-03
  522.479  2.066E-03
