206.284	9.1878E-10
213.362	7.64446E-11
213.383	2.28058E-11
214.913	5.00816E-13
216.224	9.24235E-9
229.134	1.66312E-7
238.179	1.0032E-6
238.858	1.0908E-6
254.858	5.97866E-6
269.49	1.58783E-4
274.269	5.24638E-5
277.17	1.33305E-4
281.795	1.88171E-5
282.425	1.72243E-4
287.352	2.23551E-4
288.678	5.61085E-6
289.51	2.43847E-5
289.629	4.63468E-5
292.816	4.18679E-5
294.464	4.57244E-8
295.376	1.50442E-5
296.407	1.74149E-5
298.802	8.68312E-6
300.153	2.23543E-9
303.092	1.74741E-6
304.577	1.19088E-5
305.635	9.50361E-6
312.169	4.40084E-4
312.712	7.98646E-6
312.733	4.71239E-7
313.313	5.38155E-5
315.18	2.76834E-5
316.723	1.20673E-4
317.511	6.14921E-4
326.803	1.53625E-5
328.235	1.3374E-4
334.481	2.44068E-7
337.528	1.03051E-4
338.209	1.0301E-4
393.813	1.26946E-4
399.254	1.6848E-4
