                                SS           DS         SPEX         DPEX          Sum
 SI         267997991     82315483     35595127     97184986     21191316    504284903
 DI          67826770     13193421      9298637     14244872      7532365    112096065
 TI          14456728     23881985     16487164     25877411     14221976     94925264
 DCAI         1433267       638604       308440       769982       277420      3427713
 SC         113945118     47034780     19362720     66920764     15976011    263239393
 DC           5676761     11966186      6557755     14565360      7195977     45962039
 TEX        117676975     49841421     24720103     57047814     14460585    263746898
 -------------------------------------------------------------------------------------
 Sum        589013610    228871880    112329946    276611189     80855650   1287682275
 
                                SS           DS         SPEX         DPEX          Sum
 SI             20.81         6.39         2.76         7.55         1.65        39.16
 DI              5.27         1.02         0.72         1.11         0.58         8.71
 TI              1.12         1.85         1.28         2.01         1.10         7.37
 DCAI            0.11         0.05         0.02         0.06         0.02         0.27
 SC              8.85         3.65         1.50         5.20         1.24        20.44
 DC              0.44         0.93         0.51         1.13         0.56         3.57
 TEX             9.14         3.87         1.92         4.43         1.12        20.48
 -------------------------------------------------------------------------------------
 Sum            45.74        17.77         8.72        21.48         6.28       100.00
