                                SS           DS         SPEX         DPEX          Sum
 SI         209478014     73753185     32217824     86472860     19136466    421058349
 DI          54948062     11368555      8227725     12192820      6657574     93394736
 TI          11651486     21347447     14927160     23081409     12881210     83888712
 DCAI         1241819       571406       279507       689480       250517      3032729
 SC         103140413     43088911     17792927     61320937     14695221    240038409
 DC           5140633     10954378      6019602     13353321      6601755     42069689
 TEX         92208345     45669237     22715250     51976741     13289781    225859354
 -------------------------------------------------------------------------------------
 Sum        477808772    206753119    102179995    249087568     73512524   1109341978
 
                                SS           DS         SPEX         DPEX          Sum
 SI             18.88         6.65         2.90         7.79         1.73        37.96
 DI              4.95         1.02         0.74         1.10         0.60         8.42
 TI              1.05         1.92         1.35         2.08         1.16         7.56
 DCAI            0.11         0.05         0.03         0.06         0.02         0.27
 SC              9.30         3.88         1.60         5.53         1.32        21.64
 DC              0.46         0.99         0.54         1.20         0.60         3.79
 TEX             8.31         4.12         2.05         4.69         1.20        20.36
 -------------------------------------------------------------------------------------
 Sum            43.07        18.64         9.21        22.45         6.63       100.00
