 Total Production Rate:
                8.448E+03  8.409E+03  6.855E+03  1.554E+03  3.934E+01  3.441E+01  4.320E+00  5.105E-01  8.038E-02  1.074E-02  6.798E-03  0.000E+00

 Phot Eng [eV]      Total    O_Total         O6         O7    S_Total         S8         S9        S10        S11        S12        S13        S14
    100.00      3.019E-09  0.000E+00  0.000E+00  0.000E+00  3.019E-09  3.019E-09  9.095E-18  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    101.00      4.087E-09  0.000E+00  0.000E+00  0.000E+00  4.087E-09  4.087E-09  1.385E-17  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    102.00      5.518E-09  0.000E+00  0.000E+00  0.000E+00  5.518E-09  5.518E-09  2.104E-17  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    103.00      7.433E-09  0.000E+00  0.000E+00  0.000E+00  7.433E-09  7.433E-09  3.189E-17  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    104.00      9.988E-09  0.000E+00  0.000E+00  0.000E+00  9.988E-09  9.988E-09  4.821E-17  1.439E-20  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    105.00      1.339E-08  0.000E+00  0.000E+00  0.000E+00  1.339E-08  1.339E-08  7.270E-17  2.245E-20  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    106.00      1.790E-08  0.000E+00  0.000E+00  0.000E+00  1.790E-08  1.790E-08  1.094E-16  3.493E-20  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    107.00      2.388E-08  0.000E+00  0.000E+00  0.000E+00  2.388E-08  2.388E-08  1.641E-16  5.423E-20  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    108.00      3.177E-08  0.000E+00  0.000E+00  0.000E+00  3.177E-08  3.177E-08  2.457E-16  8.398E-20  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    109.00      4.216E-08  0.000E+00  0.000E+00  0.000E+00  4.216E-08  4.216E-08  3.668E-16  1.442E-19  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    110.00      5.583E-08  0.000E+00  0.000E+00  0.000E+00  5.583E-08  5.583E-08  5.464E-16  2.351E-19  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    111.00      7.373E-08  0.000E+00  0.000E+00  0.000E+00  7.373E-08  7.373E-08  8.118E-16  3.620E-19  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    112.00      9.714E-08  0.000E+00  0.000E+00  0.000E+00  9.714E-08  9.714E-08  1.203E-15  5.562E-19  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    113.00      1.277E-07  0.000E+00  0.000E+00  0.000E+00  1.277E-07  1.277E-07  1.779E-15  8.524E-19  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    114.00      1.674E-07  0.000E+00  0.000E+00  0.000E+00  1.674E-07  1.674E-07  2.624E-15  1.303E-18  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    115.00      2.189E-07  0.000E+00  0.000E+00  0.000E+00  2.189E-07  2.189E-07  3.860E-15  1.987E-18  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    116.00      2.856E-07  0.000E+00  0.000E+00  0.000E+00  2.856E-07  2.856E-07  5.665E-15  3.023E-18  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    117.00      3.716E-07  0.000E+00  0.000E+00  0.000E+00  3.716E-07  3.716E-07  8.293E-15  4.586E-18  0.000E+00  0.000E+00  0.000E+00  0.000E+00
