 Total Production Rate:
                1.018E+04  1.009E+04  7.473E+03  2.619E+03  8.316E+01  6.954E+01  1.202E+01  1.359E+00  1.974E-01  4.825E-02  5.473E-03  0.000E+00

 Phot Eng [eV]      Total    O_Total         O6         O7    S_Total         S8         S9        S10        S11        S12        S13        S14
    100.00      7.577E-07  7.524E-07  0.000E+00  7.524E-07  5.284E-09  5.283E-09  6.445E-15  2.733E-14  1.033E-20  0.000E+00  1.493E-12  0.000E+00
    101.00      9.846E-07  9.774E-07  0.000E+00  9.774E-07  7.171E-09  7.169E-09  9.329E-15  3.575E-14  1.568E-20  0.000E+00  1.918E-12  0.000E+00
    102.00      1.276E-06  1.267E-06  0.000E+00  1.267E-06  9.707E-09  9.704E-09  1.347E-14  4.666E-14  3.675E-20  0.000E+00  2.457E-12  0.000E+00
    103.00      1.650E-06  1.637E-06  0.000E+00  1.637E-06  1.311E-08  1.310E-08  1.941E-14  6.075E-14  6.563E-20  0.000E+00  3.140E-12  0.000E+00
    104.00      2.129E-06  2.111E-06  0.000E+00  2.111E-06  1.766E-08  1.765E-08  2.789E-14  7.893E-14  1.113E-19  0.000E+00  4.003E-12  0.000E+00
    105.00      2.739E-06  2.716E-06  0.000E+00  2.716E-06  2.373E-08  2.372E-08  3.998E-14  1.023E-13  1.658E-19  0.000E+00  5.092E-12  0.000E+00
    106.00      3.516E-06  3.484E-06  0.000E+00  3.484E-06  3.180E-08  3.179E-08  5.718E-14  1.323E-13  2.584E-19  0.000E+00  6.461E-12  0.000E+00
    107.00      4.502E-06  4.460E-06  0.000E+00  4.460E-06  4.252E-08  4.251E-08  8.158E-14  1.707E-13  3.824E-19  0.000E+00  8.177E-12  0.000E+00
    108.00      5.750E-06  5.694E-06  0.000E+00  5.694E-06  5.671E-08  5.670E-08  1.161E-13  2.198E-13  5.647E-19  0.000E+00  1.033E-11  0.000E+00
    109.00      7.327E-06  7.251E-06  0.000E+00  7.251E-06  7.546E-08  7.544E-08  1.649E-13  2.824E-13  8.463E-19  0.000E+00  1.301E-11  0.000E+00
    110.00      9.312E-06  9.212E-06  0.000E+00  9.212E-06  1.001E-07  1.001E-07  2.335E-13  3.620E-13  1.244E-18  0.000E+00  1.634E-11  0.000E+00
    111.00      1.181E-05  1.167E-05  0.000E+00  1.167E-05  1.326E-07  1.326E-07  3.299E-13  4.630E-13  1.823E-18  0.000E+00  2.049E-11  0.000E+00
    112.00      1.493E-05  1.476E-05  0.000E+00  1.476E-05  1.751E-07  1.751E-07  4.650E-13  5.909E-13  2.667E-18  0.000E+00  2.562E-11  0.000E+00
    113.00      1.884E-05  1.861E-05  0.000E+00  1.861E-05  2.307E-07  2.307E-07  6.539E-13  7.525E-13  3.891E-18  0.000E+00  3.197E-11  0.000E+00
