 E              SP        Sig       dE     dN        SP1           Ions
 Various data to calculate stopping power for input of 1 ion/cm^2/s.
 Conversion from [eV*cm^2] to [(MeV/mg)*cm^2] is 3.345e-15.
 Ion Energy     dE/dN     Sigma       dE     dN        Sigma*dE      Counts
 [keV/u]        [eV*cm^2] [cm^2]      [eV]   [cm^-2]   [eV*cm^2]    per bin
     1.50       6.92E-18  2.93E-16    38.48  5.10E+15  1.13E-14     6544873
     2.50       6.22E-18  3.68E-16    38.39  3.61E+15  1.41E-14     6558713
     3.50       1.29E-17  4.63E-16    38.26  2.75E+15  1.77E-14     6562799
     4.50       1.09E-17  5.65E-16    38.42  2.26E+15  2.17E-14     6548682
     5.50       1.27E-17  6.70E-16    38.63  1.98E+15  2.59E-14     6531437
     6.50       1.98E-17  7.69E-16    39.06  1.80E+15  3.00E-14     6476731
     7.50       1.63E-17  8.57E-16    39.61  1.69E+15  3.39E-14     6411821
     8.50       1.68E-17  9.29E-16    39.84  1.62E+15  3.70E-14     6390402
     9.50       2.47E-17  9.85E-16    39.12  1.57E+15  3.85E-14     6489046
    10.50       1.94E-17  1.02E-15    39.18  1.56E+15  3.99E-14     6446778
    11.50       2.06E-17  1.03E-15    40.57  1.57E+15  4.19E-14     6225937
    12.50       2.58E-17  1.04E-15    41.97  1.57E+15  4.36E-14     6018973
    13.50       3.00E-17  1.04E-15    43.43  1.57E+15  4.52E-14     5815602
    14.50       2.19E-17  1.04E-15    44.87  1.56E+15  4.65E-14     5629486
    15.50       3.75E-17  1.03E-15    46.35  1.56E+15  4.79E-14     5449591
    16.50       4.78E-17  1.03E-15    47.86  1.55E+15  4.92E-14     5277746
    17.50       2.86E-17  1.02E-15    49.30  1.54E+15  5.02E-14     5124566
    18.50       2.97E-17  1.01E-15    50.79  1.53E+15  5.14E-14     4973927
    19.50       2.75E-17  1.00E-15    52.26  1.53E+15  5.25E-14     4834021
    20.50       3.55E-17  9.97E-16    53.75  1.52E+15  5.36E-14     4700671
    21.50       3.45E-17  9.91E-16    55.22  1.51E+15  5.47E-14     4575148
    22.50       3.13E-17  9.84E-16    56.63  1.50E+15  5.57E-14     4460655
    23.50       4.38E-17  9.79E-16    58.08  1.49E+15  5.69E-14     4349838
    24.50       4.23E-17  9.74E-16    59.54  1.47E+15  5.80E-14     4244158
    25.50       4.53E-17  9.69E-16    60.91  1.46E+15  5.90E-14     4147815
    26.50       5.15E-17  9.66E-16    62.27  1.45E+15  6.02E-14     4057188
    27.50       4.42E-17  9.64E-16    63.67  1.44E+15  6.13E-14     3968448
    28.50       4.83E-17  9.61E-16    65.02  1.43E+15  6.25E-14     3885750
    29.50       4.91E-17  9.60E-16    66.34  1.42E+15  6.37E-14     3808964
    30.50       5.04E-17  9.59E-16    67.57  1.41E+15  6.48E-14     3739340
    31.50       1.31E-16  9.58E-16    68.86  1.40E+15  6.60E-14     3669751
    32.50       6.78E-17  9.59E-16    70.09  1.39E+15  6.72E-14     3604943
    33.50       6.07E-17  9.61E-16    71.29  1.38E+15  6.85E-14     3544413
    34.50       5.62E-17  9.62E-16    72.50  1.36E+15  6.98E-14     3485150
    35.50       7.23E-17  9.65E-16    73.60  1.35E+15  7.10E-14     3433223
    36.50       6.78E-17  9.67E-16    74.75  1.34E+15  7.23E-14     3380442
    37.50       8.11E-17  9.72E-16    75.88  1.33E+15  7.37E-14     3330434
    38.50       6.15E-17  9.74E-16    76.89  1.32E+15  7.49E-14     3286614
    39.50       5.68E-17  9.79E-16    77.97  1.31E+15  7.63E-14     3240832
    40.50       7.53E-17  9.85E-16    78.92  1.30E+15  7.77E-14     3202366
    41.50       1.32E-16  9.90E-16    79.87  1.28E+15  7.90E-14     3163744
    42.50       7.04E-17  9.96E-16    80.81  1.27E+15  8.05E-14     3127220
    43.50       7.70E-17  1.00E-15    81.68  1.26E+15  8.18E-14     3093656
    44.50       9.52E-17  1.01E-15    82.51  1.25E+15  8.32E-14     3062656
    45.50       8.73E-17  1.02E-15    83.42  1.24E+15  8.48E-14     3029365
    46.50       9.33E-17  1.02E-15    84.19  1.23E+15  8.63E-14     3001718
    47.50       1.16E-16  1.03E-15    84.95  1.22E+15  8.77E-14     2975136
    48.50       1.03E-16  1.04E-15    85.73  1.21E+15  8.91E-14     2947806
    49.50       8.01E-17  1.05E-15    86.39  1.20E+15  9.06E-14     2925150
    50.50       8.35E-17  1.06E-15    87.17  1.19E+15  9.21E-14     2899306
    51.50       7.89E-17  1.06E-15    87.86  1.18E+15  9.35E-14     2876645
    52.50       9.32E-17  1.07E-15    88.51  1.17E+15  9.47E-14     2855042
    53.50       1.13E-16  1.08E-15    89.20  1.16E+15  9.61E-14     2833300
    54.50       8.44E-17  1.08E-15    89.90  1.15E+15  9.75E-14     2811280
    55.50       1.32E-16  1.09E-15    90.48  1.14E+15  9.88E-14     2793030
