                                SS           DS         SPEX         DPEX          Sum
 NEG         29018632            0            0            0            0     29018632
 SI          74549843     40741217      9261977     26275136     11276123    162104296
 DI           4457873     10144569      5046206      7525010      5594303     32767961
 TI           5904010      6456380      3446497      6748808      4511398     27067093
 SC          46892639      9946437      2015301     12330868      4870809     76056054
 DC           1508210      1129360       442236      1376688       575747      5032241
 DCAI         2523033       879565       314758       995774       424352      5137482
 TEX         31704268     25824131      5574014     16135738      7135893     86374044
 --------------------------------------------------------------------------------------
 Sum        196558508     95121659     26100989     71388022     34388625
 
                                SS           DS         SPEX         DPEX          Sum
 NEG             6.85         0.00         0.00         0.00         0.00         6.85
 SI             17.60         9.62         2.19         6.20         2.66        38.27
 DI              1.05         2.39         1.19         1.78         1.32         7.74
 TI              1.39         1.52         0.81         1.59         1.07         6.39
 SC             11.07         2.35         0.48         2.91         1.15        17.96
 DC              0.36         0.27         0.10         0.33         0.14         1.19
 DCAI            0.60         0.21         0.07         0.24         0.10         1.21
 TEX             7.49         6.10         1.32         3.81         1.68        20.39
 --------------------------------------------------------------------------------------
 Sum            46.41        22.46         6.16        16.85         8.12
