                                SS           DS         SPEX         DPEX          Sum
 SI           1274912      1982832       886755      2147348       379954      6671801
 DI            186099        52760        44207        53114        24881       361061
 TI              4602        81535        69909        82646        72014       310706
 DCAI              33          150          126          187          137          633
 SC           4954104      1214085       481115      1665011       631092      8945407
 DC            495462       389336        85298       568223       274423      1812742
 TEX            33924      2324778      1858408      2356650       976625      7550385
 -------------------------------------------------------------------------------------
 Sum          6949136      6045476      3425818      6873179      2359126     25652735
 
                                SS           DS         SPEX         DPEX          Sum
 SI              4.97         7.73         3.46         8.37         1.48        26.01
 DI              0.73         0.21         0.17         0.21         0.10         1.41
 TI              0.02         0.32         0.27         0.32         0.28         1.21
 DCAI            0.00         0.00         0.00         0.00         0.00         0.00
 SC             19.31         4.73         1.88         6.49         2.46        34.87
 DC              1.93         1.52         0.33         2.22         1.07         7.07
 TEX             0.13         9.06         7.24         9.19         3.81        29.43
 -------------------------------------------------------------------------------------
 Sum            27.09        23.57        13.35        26.79         9.20       100.00
