                                SS           DS         SPEX         DPEX          Sum
 SI           6661850     32245020     14874168     34733517      7630247     96144802
 DI           8302434      2583527      2124747      2607363      1503916     17121987
 TI            363004      7698189      5905327      8020480      4961341     26948341
 DCAI           61059        54710        31776        63920        31199       242664
 SC          52615753     26162405     10558570     39688414      9419205    138444347
 DC           3293214      6239741      2793872      8232754      3785854     24345435
 TEX          6024461     31431628     17674467     33916552     10201960     99249068
 -------------------------------------------------------------------------------------
 Sum         77321775    106415220     53962927    127263000     37533722    402496644
 
                                SS           DS         SPEX         DPEX          Sum
 SI              1.66         8.01         3.70         8.63         1.90        23.89
 DI              2.06         0.64         0.53         0.65         0.37         4.25
 TI              0.09         1.91         1.47         1.99         1.23         6.70
 DCAI            0.02         0.01         0.01         0.02         0.01         0.06
 SC             13.07         6.50         2.62         9.86         2.34        34.40
 DC              0.82         1.55         0.69         2.05         0.94         6.05
 TEX             1.50         7.81         4.39         8.43         2.53        24.66
 -------------------------------------------------------------------------------------
 Sum            19.21        26.44        13.41        31.62         9.33       100.00
