                                SS           DS         SPEX         DPEX          Sum
 SI          47412254     58570567     26488058     65281822     14865379    212618080
 DI          24712035      6854611      5539338      7019096      4312815     48437895
 TI           3125513     16082376     12153546     16981425     10340500     58683360
 DCAI          654913       371040       208678       448394       182688      1865713
 SC          87091986     40922876     16869444     58720892     14043067    217648265
 DC           4717491     10080309      5445153     12492874      6143815     38879642
 TEX         26952985     44257008     22712208     48794821     13162055    155879077
 -------------------------------------------------------------------------------------
 Sum        194667177    177138787     89416425    209739324     63050319    734012032
 
                                SS           DS         SPEX         DPEX          Sum
 SI              6.46         7.98         3.61         8.89         2.03        28.97
 DI              3.37         0.93         0.75         0.96         0.59         6.60
 TI              0.43         2.19         1.66         2.31         1.41         7.99
 DCAI            0.09         0.05         0.03         0.06         0.02         0.25
 SC             11.87         5.58         2.30         8.00         1.91        29.65
 DC              0.64         1.37         0.74         1.70         0.84         5.30
 TEX             3.67         6.03         3.09         6.65         1.79        21.24
 -------------------------------------------------------------------------------------
 Sum            26.52        24.13        12.18        28.57         8.59       100.00
