                                SS           DS         SPEX         DPEX          Sum
 NEG         28395505            0            0            0            0     28395505
 SI          11262516     30682254      5990083     15655075      6786243     70376171
 DI            222922      6006966      2558777      3354458      2679201     14822324
 TI           1112724      2928358      1545589      3067839      2164929     10819439
 SC          33369154      7567494      1378247      9683630      3837253     55835778
 DC           1182937       663045       201997       894436       276204      3218619
 DCAI         1029929       379213       133691       461649       177686      2182168
 TEX          6538537     22523434      4641211     12683903      5793188     52180273
 --------------------------------------------------------------------------------------
 Sum         83114224     70750764     16449595     45800990     21714704
 
                                SS           DS         SPEX         DPEX          Sum
 NEG            11.94         0.00         0.00         0.00         0.00        11.94
 SI              4.74        12.90         2.52         6.58         2.85        29.59
 DI              0.09         2.53         1.08         1.41         1.13         6.23
 TI              0.47         1.23         0.65         1.29         0.91         4.55
 SC             14.03         3.18         0.58         4.07         1.61        23.48
 DC              0.50         0.28         0.08         0.38         0.12         1.35
 DCAI            0.43         0.16         0.06         0.19         0.07         0.92
 TEX             2.75         9.47         1.95         5.33         2.44        21.94
 --------------------------------------------------------------------------------------
 Sum            34.95        29.75         6.92        19.26         9.13
