                                SS           DS         SPEX         DPEX          Sum
 NEG         27676224            0            0            0            0     27676224
 SI           5435740     26999040      4766097     12185743      5257589     54644209
 DI             60204      4856054      1824420      2334131      1861890     10936699
 TI            504785      1914326       977437      2009942      1445973      6852463
 SC          27841655      6333436      1091811      8290247      3309376     46866525
 DC           1006299       494950       127050       712952       188280      2529531
 DCAI          601570       240829        81904       304210       109464      1337977
 TEX          3473407     20858876      4168563     11124415      5188203     44813464
 --------------------------------------------------------------------------------------
 Sum         66599884     61697511     13037282     36961640     17360775
 
                                SS           DS         SPEX         DPEX          Sum
 NEG            14.15         0.00         0.00         0.00         0.00        14.15
 SI              2.78        13.80         2.44         6.23         2.69        27.93
 DI              0.03         2.48         0.93         1.19         0.95         5.59
 TI              0.26         0.98         0.50         1.03         0.74         3.50
 SC             14.23         3.24         0.56         4.24         1.69        23.95
 DC              0.51         0.25         0.07         0.36         0.10         1.29
 DCAI            0.31         0.12         0.04         0.16         0.06         0.68
 TEX             1.78        10.66         2.13         5.69         2.65        22.90
 --------------------------------------------------------------------------------------
 Sum            34.04        31.53         6.66        18.89         8.87
