                                SS           DS         SPEX         DPEX          Sum
 NEG         23322830            0            0            0            0     23322830
 SI           1764268     18354466      2144162      5545718      2504545     30313159
 DI              3563      2708306       596768       806679       630753      4746069
 TI             46805       446891       215658       471560       375098      1556012
 SC          14874110      3100613       477550      4382501      1902241     24737015
 DC            563494       196341        28786       331617        62822      1183060
 DCAI          115949        59262        16665        79937        27620       299433
 TEX           725159     15096019      2670072      6773948      3431205     28696403
 --------------------------------------------------------------------------------------
 Sum         41416178     39961898      6149661     18391960      8934284
 
                                SS           DS         SPEX         DPEX          Sum
 NEG            20.31         0.00         0.00         0.00         0.00        20.31
 SI              1.54        15.98         1.87         4.83         2.18        26.39
 DI              0.00         2.36         0.52         0.70         0.55         4.13
 TI              0.04         0.39         0.19         0.41         0.33         1.35
 SC             12.95         2.70         0.42         3.82         1.66        21.54
 DC              0.49         0.17         0.03         0.29         0.05         1.03
 DCAI            0.10         0.05         0.01         0.07         0.02         0.26
 TEX             0.63        13.14         2.32         5.90         2.99        24.98
 --------------------------------------------------------------------------------------
 Sum            36.06        34.79         5.35        16.01         7.78
