 E              SP        Sig       dE     dN        SP1           Ions
 Various data to calculate stopping power for input of 1 ion/cm^2/s.
 Conversion from [eV*cm^2] to [(MeV/mg)*cm^2] is 3.345e-15.
 Ion Energy     dE/dN     Sigma       dE     dN        Sigma*dE      Counts
 [keV/u]        [eV*cm^2] [cm^2]      [eV]   [cm^-2]   [eV*cm^2]    per bin
     1.50       5.28E-18  2.93E-16    38.47  5.10E+15  1.13E-14     6522308
     2.50       6.84E-18  3.68E-16    38.39  3.61E+15  1.41E-14     6536368
     3.50       7.97E-18  4.63E-16    38.30  2.75E+15  1.77E-14     6543652
     4.50       1.31E-17  5.66E-16    38.37  2.27E+15  2.17E-14     6537373
     5.50       1.37E-17  6.70E-16    38.67  1.98E+15  2.59E-14     6518957
     6.50       2.34E-17  7.69E-16    39.04  1.80E+15  3.00E-14     6442712
     7.50       1.95E-17  8.57E-16    39.77  1.69E+15  3.41E-14     6383068
     8.50       2.84E-17  9.29E-16    39.80  1.62E+15  3.70E-14     6385114
     9.50       2.48E-17  9.86E-16    39.05  1.58E+15  3.85E-14     6483776
    10.50       2.71E-17  1.02E-15    39.17  1.56E+15  3.99E-14     6432508
    11.50       2.19E-17  1.03E-15    40.56  1.57E+15  4.19E-14     6212480
    12.50       2.44E-17  1.04E-15    41.97  1.57E+15  4.36E-14     6002896
    13.50       2.46E-17  1.04E-15    43.43  1.57E+15  4.52E-14     5800925
    14.50       3.04E-17  1.04E-15    44.89  1.56E+15  4.66E-14     5612898
    15.50       2.51E-17  1.03E-15    46.40  1.56E+15  4.79E-14     5431859
    16.50       2.55E-17  1.03E-15    47.84  1.55E+15  4.91E-14     5267565
    17.50       3.12E-17  1.02E-15    49.31  1.54E+15  5.02E-14     5109884
    18.50       2.88E-17  1.01E-15    50.81  1.53E+15  5.14E-14     4960456
    19.50       2.84E-17  1.00E-15    52.29  1.53E+15  5.25E-14     4819112
    20.50       3.48E-17  9.98E-16    53.73  1.52E+15  5.36E-14     4690754
    21.50       3.52E-17  9.90E-16    55.20  1.51E+15  5.46E-14     4565872
    22.50       3.16E-17  9.84E-16    56.63  1.50E+15  5.57E-14     4450661
    23.50       3.87E-17  9.79E-16    58.11  1.49E+15  5.69E-14     4337157
    24.50       4.26E-17  9.75E-16    59.49  1.47E+15  5.80E-14     4236624
    25.50       4.88E-17  9.70E-16    60.91  1.46E+15  5.90E-14     4138297
    26.50       3.87E-17  9.66E-16    62.29  1.45E+15  6.02E-14     4045848
    27.50       3.69E-17  9.63E-16    63.69  1.44E+15  6.13E-14     3958054
    28.50       5.44E-17  9.61E-16    65.00  1.43E+15  6.25E-14     3877761
    29.50       4.34E-17  9.60E-16    66.33  1.42E+15  6.37E-14     3800534
    30.50       4.43E-17  9.59E-16    67.61  1.41E+15  6.48E-14     3728001
    31.50       8.90E-17  9.59E-16    68.87  1.40E+15  6.60E-14     3659811
    32.50       5.21E-17  9.58E-16    70.12  1.39E+15  6.72E-14     3595358
    33.50       5.93E-17  9.60E-16    71.31  1.38E+15  6.84E-14     3534574
    34.50       6.08E-17  9.63E-16    72.53  1.36E+15  6.98E-14     3475567
    35.50       8.59E-17  9.65E-16    73.63  1.35E+15  7.10E-14     3423548
    36.50       7.41E-17  9.67E-16    74.82  1.34E+15  7.23E-14     3369154
    37.50       1.14E-16  9.70E-16    75.84  1.33E+15  7.36E-14     3323937
    38.50       6.67E-17  9.74E-16    76.91  1.32E+15  7.49E-14     3277583
    39.50       7.00E-17  9.79E-16    77.92  1.31E+15  7.63E-14     3234979
    40.50       7.33E-17  9.84E-16    78.91  1.30E+15  7.76E-14     3194805
    41.50       7.58E-17  9.89E-16    79.92  1.28E+15  7.91E-14     3154454
    42.50       1.63E-16  9.95E-16    80.80  1.27E+15  8.04E-14     3120130
    43.50       7.87E-17  1.00E-15    81.70  1.26E+15  8.20E-14     3085762
    44.50       7.62E-17  1.01E-15    82.55  1.25E+15  8.33E-14     3054179
    45.50       8.69E-17  1.02E-15    83.36  1.24E+15  8.47E-14     3023972
    46.50       9.18E-17  1.02E-15    84.14  1.23E+15  8.61E-14     2996115
    47.50       7.59E-17  1.03E-15    84.94  1.22E+15  8.77E-14     2968166
    48.50       8.21E-17  1.04E-15    85.69  1.21E+15  8.91E-14     2941962
    49.50       7.29E-17  1.05E-15    86.42  1.20E+15  9.06E-14     2917304
    50.50       7.57E-17  1.06E-15    87.11  1.19E+15  9.20E-14     2893892
    51.50       8.45E-17  1.06E-15    87.82  1.18E+15  9.34E-14     2870707
    52.50       8.57E-17  1.07E-15    88.49  1.17E+15  9.47E-14     2848919
    53.50       8.42E-17  1.08E-15    89.20  1.16E+15  9.61E-14     2826494
    54.50       2.39E-16  1.08E-15    89.91  1.15E+15  9.75E-14     2804259
    55.50       1.40E-16  1.09E-15    90.44  1.14E+15  9.88E-14     2787561
