                                SS           DS         SPEX         DPEX          Sum
 SI         620615810     88606047     36233737    107231991     21963936    874651521
 DI         141166410     16980738     10588420     18877288      8653147    196266003
 TI          24152094     25118877     16703459     27402703     14448796    107825929
 DCAI         1590619       665641       308748       796709       273286      3635003
 SC         117052995     45586138     18576878     64795342     15290800    261302153
 DC           5837214     11573012      6338556     14063695      6931794     44744271
 TEX        275089385     48566157     23834788     57454674     13933381    418878385
 -------------------------------------------------------------------------------------
 Sum       1185504527    237096610    112584586    290622402     81495140   1907303265
 
                                SS           DS         SPEX         DPEX          Sum
 SI             32.54         4.65         1.90         5.62         1.15        45.86
 DI              7.40         0.89         0.56         0.99         0.45        10.29
 TI              1.27         1.32         0.88         1.44         0.76         5.65
 DCAI            0.08         0.03         0.02         0.04         0.01         0.19
 SC              6.14         2.39         0.97         3.40         0.80        13.70
 DC              0.31         0.61         0.33         0.74         0.36         2.35
 TEX            14.42         2.55         1.25         3.01         0.73        21.96
 -------------------------------------------------------------------------------------
 Sum            62.16        12.43         5.90        15.24         4.27       100.00
