                                SS           DS         SPEX         DPEX          Sum
 NEG         28719749            0            0            0            0     28719749
 SI          24204141     34581510      7301793     19628672      8672437     94388553
 DI            801095      7456407      3484722      4747291      3787097     20276612
 TI           2324915      4224384      2276535      4395255      3092828     16313917
 SC          39033690      8678544      1671096     10897279      4352757     64633366
 DC           1338716       856388       295330      1093348       393901      3977683
 DCAI         1601493       564382       199154       655627       270142      3290798
 TEX         12235674     23961062      5056428     14175962      6428106     61857232
 --------------------------------------------------------------------------------------
 Sum        110259473     80322677     20285058     55593434     26997268
 
                                SS           DS         SPEX         DPEX          Sum
 NEG             9.79         0.00         0.00         0.00         0.00         9.79
 SI              8.25        11.78         2.49         6.69         2.96        32.16
 DI              0.27         2.54         1.19         1.62         1.29         6.91
 TI              0.79         1.44         0.78         1.50         1.05         5.56
 SC             13.30         2.96         0.57         3.71         1.48        22.02
 DC              0.46         0.29         0.10         0.37         0.13         1.36
 DCAI            0.55         0.19         0.07         0.22         0.09         1.12
 TEX             4.17         8.17         1.72         4.83         2.19        21.08
 --------------------------------------------------------------------------------------
 Sum            37.57        27.37         6.91        18.94         9.20
