 E              SP        Sig       dE     dN        SP1           Ions
 Various data to calculate stopping power for input of 1 ion/cm^2/s.
 Conversion from [eV*cm^2] to [(MeV/mg)*cm^2] is 3.345e-15.
 Ion Energy     dE/dN     Sigma       dE     dN        Sigma*dE      Counts
 [keV/u]        [eV*cm^2] [cm^2]      [eV]   [cm^-2]   [eV*cm^2]    per bin
     1.50       4.95E-18  2.93E-16    38.46  5.10E+15  1.13E-14     6493624
     2.50       6.66E-18  3.68E-16    38.44  3.61E+15  1.41E-14     6499192
     3.50       1.21E-17  4.63E-16    38.39  2.75E+15  1.78E-14     6516883
     4.50       1.01E-17  5.66E-16    38.36  2.26E+15  2.17E-14     6515287
     5.50       1.43E-17  6.70E-16    38.65  1.98E+15  2.59E-14     6480303
     6.50       1.65E-17  7.69E-16    39.17  1.80E+15  3.01E-14     6437533
     7.50       1.87E-17  8.57E-16    39.64  1.69E+15  3.40E-14     6357783
     8.50       2.01E-17  9.29E-16    39.87  1.62E+15  3.70E-14     6347528
     9.50       3.19E-17  9.85E-16    39.05  1.58E+15  3.85E-14     6460696
    10.50       2.54E-17  1.02E-15    39.17  1.56E+15  3.99E-14     6408891
    11.50       1.72E-17  1.03E-15    40.56  1.57E+15  4.19E-14     6188813
    12.50       2.01E-17  1.04E-15    41.97  1.57E+15  4.36E-14     5981009
    13.50       4.54E-17  1.04E-15    43.40  1.57E+15  4.52E-14     5784543
    14.50       2.49E-17  1.04E-15    44.89  1.56E+15  4.66E-14     5593378
    15.50       2.39E-17  1.03E-15    46.39  1.56E+15  4.79E-14     5410447
    16.50       4.08E-17  1.03E-15    47.86  1.55E+15  4.91E-14     5245678
    17.50       5.09E-17  1.02E-15    49.34  1.54E+15  5.03E-14     5089217
    18.50       3.81E-17  1.01E-15    50.76  1.54E+15  5.14E-14     4945162
    19.50       2.89E-17  1.00E-15    52.28  1.53E+15  5.25E-14     4802356
    20.50       3.87E-17  9.97E-16    53.78  1.52E+15  5.36E-14     4668409
    21.50       3.70E-17  9.90E-16    55.21  1.51E+15  5.47E-14     4548151
    22.50       4.10E-17  9.85E-16    56.65  1.49E+15  5.58E-14     4431713
    23.50       3.77E-17  9.79E-16    58.06  1.49E+15  5.68E-14     4324731
    24.50       3.82E-17  9.73E-16    59.54  1.48E+15  5.80E-14     4217373
    25.50       3.78E-17  9.70E-16    60.91  1.46E+15  5.91E-14     4122670
    26.50       5.80E-17  9.67E-16    62.32  1.45E+15  6.03E-14     4028999
    27.50       3.75E-17  9.63E-16    63.68  1.44E+15  6.13E-14     3943635
    28.50       4.08E-17  9.61E-16    64.98  1.43E+15  6.24E-14     3864629
    29.50       4.40E-17  9.60E-16    66.36  1.42E+15  6.37E-14     3784357
    30.50       4.36E-17  9.59E-16    67.58  1.41E+15  6.48E-14     3715838
    31.50       6.25E-17  9.59E-16    68.90  1.40E+15  6.60E-14     3644862
    32.50       5.08E-17  9.59E-16    70.09  1.39E+15  6.72E-14     3583073
    33.50       6.52E-17  9.60E-16    71.30  1.38E+15  6.84E-14     3522162
    34.50       6.06E-17  9.61E-16    72.47  1.36E+15  6.97E-14     3465009
    35.50       5.74E-17  9.64E-16    73.67  1.36E+15  7.10E-14     3408934
    36.50       6.22E-17  9.66E-16    74.82  1.34E+15  7.23E-14     3356287
    37.50       1.12E-16  9.70E-16    75.91  1.33E+15  7.36E-14     3308352
    38.50       7.07E-17  9.74E-16    76.89  1.32E+15  7.49E-14     3266488
    39.50       6.12E-17  9.79E-16    77.97  1.31E+15  7.63E-14     3221246
    40.50       6.75E-17  9.83E-16    78.90  1.30E+15  7.75E-14     3182933
    41.50       9.94E-17  9.90E-16    79.90  1.28E+15  7.91E-14     3143214
    42.50       6.77E-17  9.95E-16    80.82  1.27E+15  8.04E-14     3107580
    43.50       8.07E-17  1.00E-15    81.74  1.26E+15  8.19E-14     3072572
    44.50       9.84E-17  1.01E-15    82.55  1.25E+15  8.34E-14     3042636
    45.50       7.56E-17  1.02E-15    83.36  1.24E+15  8.47E-14     3012844
    46.50       8.99E-17  1.02E-15    84.19  1.23E+15  8.61E-14     2983311
    47.50       1.23E-16  1.03E-15    84.98  1.22E+15  8.76E-14     2955492
    48.50       8.41E-17  1.04E-15    85.73  1.21E+15  8.91E-14     2929700
    49.50       7.91E-17  1.05E-15    86.43  1.20E+15  9.06E-14     2905700
    50.50       8.82E-17  1.06E-15    87.18  1.19E+15  9.20E-14     2880997
    51.50       1.13E-16  1.06E-15    87.76  1.18E+15  9.33E-14     2861460
    52.50       8.95E-17  1.07E-15    88.44  1.17E+15  9.47E-14     2839606
    53.50       1.01E-16  1.08E-15    89.28  1.16E+15  9.62E-14     2814061
    54.50       1.03E-16  1.08E-15    89.88  1.15E+15  9.74E-14     2794023
    55.50       1.04E-16  1.09E-15    90.47  1.14E+15  9.87E-14     2776641
