                                SS           DS         SPEX         DPEX          Sum
 NEG         28806233            0            0            0            0     28806233
 SI          40617417     37305841      8196289     22550793      9932179    118602519
 DI           1796994      8602568      4192328      5915042      4611390     25118322
 TI           3662698      5222052      2818901      5428440      3761053     20893144
 SC          42736275      9321897      1843034     11598105      4628230     70127541
 DC           1428585       990272       365911      1231677       484309      4500754
 DCAI         2023921       706935       251833       808858       343341      4134888
 TEX         18870820     24843242      5306880     15110002      6792727     70923671
 --------------------------------------------------------------------------------------
 Sum        139942943     86992807     22975176     62642917     30553229
 
                                SS           DS         SPEX         DPEX          Sum
 NEG             8.40         0.00         0.00         0.00         0.00         8.40
 SI             11.84        10.87         2.39         6.57         2.89        34.57
 DI              0.52         2.51         1.22         1.72         1.34         7.32
 TI              1.07         1.52         0.82         1.58         1.10         6.09
 SC             12.46         2.72         0.54         3.38         1.35        20.44
 DC              0.42         0.29         0.11         0.36         0.14         1.31
 DCAI            0.59         0.21         0.07         0.24         0.10         1.21
 TEX             5.50         7.24         1.55         4.40         1.98        20.67
 --------------------------------------------------------------------------------------
 Sum            40.79        25.35         6.70        18.26         8.90
