                                SS           DS         SPEX         DPEX          Sum
 NEG         21868369            0            0            0            0     21868369
 SI           1619227     16752929      1733000      4573924      2092381     26771461
 DI              2330      2367487       447493       629846       485847      3933003
 TI             26771       307780       144868       323169       263772      1066360
 SC          12623946      2542115       379064      3642536      1619041     20806702
 DC            490397       158159        21173       273007        48439       991175
 DCAI           80395        42495        11509        57496        20088       211983
 TEX           517066     13597085      2336691      5892028      3047283     25390153
 --------------------------------------------------------------------------------------
 Sum         37228501     35768050      5073798     15392006      7576851
 
                                SS           DS         SPEX         DPEX          Sum
 NEG            21.64         0.00         0.00         0.00         0.00        21.64
 SI              1.60        16.58         1.72         4.53         2.07        26.50
 DI              0.00         2.34         0.44         0.62         0.48         3.89
 TI              0.03         0.30         0.14         0.32         0.26         1.06
 SC             12.49         2.52         0.38         3.60         1.60        20.59
 DC              0.49         0.16         0.02         0.27         0.05         0.98
 DCAI            0.08         0.04         0.01         0.06         0.02         0.21
 TEX             0.51        13.46         2.31         5.83         3.02        25.13
 --------------------------------------------------------------------------------------
 Sum            36.85        35.40         5.02        15.23         7.50
