 E              SP        Sig       dE     dN        SP1           Ions
 Various data to calculate stopping power for input of 1 ion/cm^2/s.
 Conversion from [eV*cm^2] to [(MeV/mg)*cm^2] is 3.345e-15.
 Ion Energy     dE/dN     Sigma       dE     dN        Sigma*dE      Counts
 [keV/u]        [eV*cm^2] [cm^2]      [eV]   [cm^-2]   [eV*cm^2]    per bin
     1.50       4.88E-18  2.93E-16    38.50  5.10E+15  1.13E-14     6508833
     2.50       6.08E-18  3.68E-16    38.37  3.61E+15  1.41E-14     6525685
     3.50       1.59E-17  4.63E-16    38.29  2.75E+15  1.77E-14     6536091
     4.50       1.21E-17  5.66E-16    38.23  2.27E+15  2.16E-14     6528970
     5.50       1.40E-17  6.70E-16    38.70  1.98E+15  2.59E-14     6491258
     6.50       1.36E-17  7.69E-16    39.16  1.80E+15  3.01E-14     6438557
     7.50       2.44E-17  8.57E-16    39.66  1.69E+15  3.40E-14     6374044
     8.50       1.74E-17  9.30E-16    39.84  1.62E+15  3.70E-14     6361168
     9.50       2.05E-17  9.85E-16    39.09  1.57E+15  3.85E-14     6462850
    10.50       2.85E-17  1.02E-15    39.17  1.56E+15  3.99E-14     6417589
    11.50       2.37E-17  1.03E-15    40.54  1.57E+15  4.19E-14     6201675
    12.50       3.42E-17  1.04E-15    41.97  1.57E+15  4.36E-14     5989695
    13.50       2.29E-17  1.04E-15    43.42  1.57E+15  4.52E-14     5789893
    14.50       2.84E-17  1.04E-15    44.89  1.56E+15  4.66E-14     5600733
    15.50       3.15E-17  1.03E-15    46.38  1.56E+15  4.79E-14     5421695
    16.50       2.71E-17  1.03E-15    47.84  1.55E+15  4.91E-14     5255309
    17.50       2.65E-17  1.02E-15    49.31  1.54E+15  5.03E-14     5099762
    18.50       3.01E-17  1.01E-15    50.80  1.53E+15  5.14E-14     4950275
    19.50       3.49E-17  1.00E-15    52.29  1.53E+15  5.25E-14     4808973
    20.50       5.28E-17  9.97E-16    53.75  1.52E+15  5.36E-14     4678003
    21.50       3.14E-17  9.91E-16    55.20  1.51E+15  5.47E-14     4555904
    22.50       3.88E-17  9.84E-16    56.68  1.50E+15  5.58E-14     4436609
    23.50       3.37E-17  9.79E-16    58.06  1.49E+15  5.69E-14     4331051
    24.50       3.88E-17  9.74E-16    59.51  1.48E+15  5.79E-14     4225862
    25.50       6.70E-17  9.70E-16    60.95  1.46E+15  5.91E-14     4125919
    26.50       4.52E-17  9.65E-16    62.30  1.45E+15  6.01E-14     4036971
    27.50       7.37E-17  9.63E-16    63.67  1.44E+15  6.13E-14     3949850
    28.50       5.01E-17  9.61E-16    65.01  1.43E+15  6.25E-14     3868865
    29.50       4.97E-17  9.59E-16    66.33  1.42E+15  6.36E-14     3791690
    30.50       4.53E-17  9.59E-16    67.61  1.41E+15  6.48E-14     3719788
    31.50       4.97E-17  9.59E-16    68.86  1.40E+15  6.60E-14     3652694
    32.50       5.77E-17  9.59E-16    70.15  1.39E+15  6.73E-14     3585560
    33.50       5.52E-17  9.60E-16    71.32  1.38E+15  6.85E-14     3526249
    34.50       9.36E-17  9.61E-16    72.51  1.37E+15  6.97E-14     3468775
    35.50       5.84E-17  9.64E-16    73.66  1.35E+15  7.10E-14     3414545
    36.50       8.08E-17  9.67E-16    74.79  1.34E+15  7.24E-14     3363176
    37.50       6.20E-17  9.70E-16    75.86  1.33E+15  7.36E-14     3315944
    38.50       6.22E-17  9.75E-16    76.88  1.32E+15  7.49E-14     3271559
    39.50       6.49E-17  9.79E-16    77.95  1.31E+15  7.63E-14     3226831
    40.50       6.13E-17  9.84E-16    78.94  1.30E+15  7.77E-14     3186141
    41.50       7.77E-17  9.89E-16    79.83  1.29E+15  7.90E-14     3150872
    42.50       8.90E-17  9.95E-16    80.85  1.27E+15  8.05E-14     3111226
    43.50       6.40E-17  1.00E-15    81.70  1.26E+15  8.19E-14     3078743
    44.50       8.99E-17  1.01E-15    82.56  1.25E+15  8.33E-14     3046436
    45.50       9.28E-17  1.02E-15    83.43  1.24E+15  8.48E-14     3015473
    46.50       8.82E-17  1.02E-15    84.11  1.23E+15  8.61E-14     2990043
    47.50       1.03E-16  1.03E-15    85.00  1.22E+15  8.77E-14     2959580
    48.50       7.82E-17  1.04E-15    85.69  1.21E+15  8.91E-14     2935549
    49.50       7.50E-17  1.05E-15    86.37  1.19E+15  9.05E-14     2912500
    50.50       9.43E-17  1.06E-15    87.13  1.19E+15  9.20E-14     2886953
    51.50       9.50E-17  1.06E-15    87.84  1.18E+15  9.33E-14     2864188
    52.50       9.08E-17  1.07E-15    88.48  1.17E+15  9.46E-14     2842430
    53.50       9.29E-17  1.08E-15    89.20  1.16E+15  9.61E-14     2820205
    54.50       1.48E-16  1.08E-15    89.78  1.15E+15  9.74E-14     2801553
    55.50       8.03E-17  1.09E-15    90.41  1.14E+15  9.87E-14     2782701
