                                SS           DS         SPEX         DPEX          Sum
 NEG         28881796            0            0            0            0     28881796
 SI        1391088030     52352534     11555485     39199977     14308209   1508504235
 DI         231364718     20536726      7661407     19421096      8989606    287973553
 TI          23658478      9961948      4503301     10607937      5825671     54557335
 SC          56362293     10697864      2195976     13220631      5095389     87572153
 DC           1681632      1256869       510965      1513724       655768      5618958
 DCAI         3597472      1142867       381160      1293880       505348      6920727
 TEX        620139201     27662941      5960758     18486447      7624717    679874064
 --------------------------------------------------------------------------------------
 Sum       2356773620    123611749     32769052    103743692     43004708
 
                                SS           DS         SPEX         DPEX          Sum
 NEG             1.09         0.00         0.00         0.00         0.00         1.09
 SI             52.30         1.97         0.43         1.47         0.54        56.71
 DI              8.70         0.77         0.29         0.73         0.34        10.83
 TI              0.89         0.37         0.17         0.40         0.22         2.05
 SC              2.12         0.40         0.08         0.50         0.19         3.29
 DC              0.06         0.05         0.02         0.06         0.02         0.21
 DCAI            0.14         0.04         0.01         0.05         0.02         0.26
 TEX            23.31         1.04         0.22         0.70         0.29        25.56
 --------------------------------------------------------------------------------------
 Sum            88.60         4.65         1.23         3.90         1.62
