                                SS           DS         SPEX         DPEX          Sum
 NEG         55999056            0            0            0            0     55999056
 SI          16645253     58079358     10922038     28283901     12207462    126138012
 DI            265456     10982786      4466458      5786806      4621957     26123463
 TI           1630506      4962474      2585247      5204109      3695489     18077825
 SC          61959746     14105187      2514781     18193609      7213870    103987193
 DC           2221535      1180242       339999      1633055       474344      5849175
 DCAI         1670761       635075       221794       783811       292612      3604053
 TEX         10119783     43533591      8873594     24018115     11048899     97593982
 --------------------------------------------------------------------------------------
 Sum        150512096    133478713     29923911     83903406     39554633
 
                                SS           DS         SPEX         DPEX          Sum
 NEG            12.80         0.00         0.00         0.00         0.00        12.80
 SI              3.81        13.28         2.50         6.47         2.79        28.84
 DI              0.06         2.51         1.02         1.32         1.06         5.97
 TI              0.37         1.13         0.59         1.19         0.84         4.13
 SC             14.17         3.23         0.57         4.16         1.65        23.78
 DC              0.51         0.27         0.08         0.37         0.11         1.34
 DCAI            0.38         0.15         0.05         0.18         0.07         0.82
 TEX             2.31         9.95         2.03         5.49         2.53        22.31
 --------------------------------------------------------------------------------------
 Sum            34.41        30.52         6.84        19.18         9.04
