                                SS           DS         SPEX         DPEX          Sum
 SI           8682033     35753012     16389288     38664877      8433962    107923172
 DI           9834460      3031157      2485902      3057362      1772251     20181132
 TI            506238      8740014      6691818      9120760      5603699     30662529
 DCAI           98292        75700        43405        89734        41468       348599
 SC          57291884     28627381     11627833     42903918     10188732    150639748
 DC           3521630      6786880      3162605      8863477      4124902     26459494
 TEX          7410601     33620667     18574142     36379643     10663383    106648436
 -------------------------------------------------------------------------------------
 Sum         87345138    116634811     58974993    139079771     40828397    442863110
 
                                SS           DS         SPEX         DPEX          Sum
 SI              1.96         8.07         3.70         8.73         1.90        24.37
 DI              2.22         0.68         0.56         0.69         0.40         4.56
 TI              0.11         1.97         1.51         2.06         1.27         6.92
 DCAI            0.02         0.02         0.01         0.02         0.01         0.08
 SC             12.94         6.46         2.63         9.69         2.30        34.01
 DC              0.80         1.53         0.71         2.00         0.93         5.97
 TEX             1.67         7.59         4.19         8.21         2.41        24.08
 -------------------------------------------------------------------------------------
 Sum            19.72        26.34        13.32        31.40         9.22       100.00
