                                SS           DS         SPEX         DPEX          Sum
 NEG         15876942            0            0            0            0     15876942
 SI           1427128     11979533       791375      2316396      1080035     17594467
 DI              1059      1486452       150576       272700       191985      2102772
 TI              4289        76972        31616        80792        70087       263756
 SC           6922933      1180137       146767      1723977       833364     10807178
 DC            308956        76107         8148       134173        18646       546030
 DCAI           21178        12436         2804        16492         5668        58578
 TEX           164368      8275298      1364413      3396524      1860514     15061117
 --------------------------------------------------------------------------------------
 Sum         24726853     23086935      2495699      7941054      4060299
 
                                SS           DS         SPEX         DPEX          Sum
 NEG            25.48         0.00         0.00         0.00         0.00        25.48
 SI              2.29        19.23         1.27         3.72         1.73        28.24
 DI              0.00         2.39         0.24         0.44         0.31         3.37
 TI              0.01         0.12         0.05         0.13         0.11         0.42
 SC             11.11         1.89         0.24         2.77         1.34        17.34
 DC              0.50         0.12         0.01         0.22         0.03         0.88
 DCAI            0.03         0.02         0.00         0.03         0.01         0.09
 TEX             0.26        13.28         2.19         5.45         2.99        24.17
 --------------------------------------------------------------------------------------
 Sum            39.68        37.05         4.01        12.74         6.52
