 E              SP        Sig       dE     dN        SP1           Ions
 Various data to calculate stopping power for input of 1 ion/cm^2/s.
 Conversion from [eV*cm^2] to [(MeV/mg)*cm^2] is 3.345e-15.
 Ion Energy     dE/dN     Sigma       dE     dN        Sigma*dE      Counts
 [keV/u]        [eV*cm^2] [cm^2]      [eV]   [cm^-2]   [eV*cm^2]    per bin
     1.50       4.80E-18  2.93E-16    38.47  5.10E+15  1.13E-14     6508947
     2.50       7.01E-18  3.68E-16    38.33  3.61E+15  1.41E-14     6520387
     3.50       9.28E-18  4.63E-16    38.36  2.75E+15  1.77E-14     6522303
     4.50       1.41E-17  5.66E-16    38.36  2.27E+15  2.17E-14     6523489
     5.50       1.61E-17  6.70E-16    38.66  1.98E+15  2.59E-14     6496223
     6.50       1.60E-17  7.69E-16    39.13  1.80E+15  3.01E-14     6433949
     7.50       1.83E-17  8.56E-16    39.68  1.69E+15  3.40E-14     6369909
     8.50       2.47E-17  9.29E-16    39.78  1.62E+15  3.70E-14     6372612
     9.50       2.51E-17  9.85E-16    39.05  1.57E+15  3.85E-14     6468022
    10.50       2.62E-17  1.02E-15    39.18  1.56E+15  3.99E-14     6414804
    11.50       2.72E-17  1.03E-15    40.56  1.57E+15  4.19E-14     6198580
    12.50       1.88E-17  1.04E-15    42.00  1.57E+15  4.36E-14     5984997
    13.50       5.18E-17  1.04E-15    43.44  1.57E+15  4.52E-14     5786872
    14.50       2.91E-17  1.04E-15    44.88  1.56E+15  4.65E-14     5600907
    15.50       2.71E-17  1.03E-15    46.37  1.56E+15  4.79E-14     5420883
    16.50       3.34E-17  1.03E-15    47.85  1.55E+15  4.91E-14     5254058
    17.50       4.88E-17  1.02E-15    49.36  1.54E+15  5.03E-14     5093873
    18.50       2.92E-17  1.01E-15    50.79  1.54E+15  5.14E-14     4949747
    19.50       3.15E-17  1.00E-15    52.31  1.53E+15  5.25E-14     4806501
    20.50       3.29E-17  9.97E-16    53.75  1.52E+15  5.36E-14     4678214
    21.50       3.47E-17  9.91E-16    55.23  1.51E+15  5.47E-14     4552690
    22.50       3.71E-17  9.84E-16    56.68  1.50E+15  5.58E-14     4435625
    23.50       4.11E-17  9.79E-16    58.12  1.49E+15  5.69E-14     4326254
    24.50       5.67E-17  9.75E-16    59.49  1.47E+15  5.80E-14     4226520
    25.50       5.03E-17  9.70E-16    60.95  1.46E+15  5.91E-14     4125371
    26.50       9.51E-17  9.66E-16    62.33  1.45E+15  6.02E-14     4033761
    27.50       4.33E-17  9.64E-16    63.70  1.44E+15  6.14E-14     3947463
    28.50       5.58E-17  9.61E-16    65.03  1.43E+15  6.25E-14     3867172
    29.50       9.68E-17  9.60E-16    66.32  1.42E+15  6.37E-14     3791582
    30.50       7.96E-17  9.59E-16    67.62  1.41E+15  6.48E-14     3718750
    31.50       5.27E-17  9.59E-16    68.79  1.40E+15  6.60E-14     3655402
    32.50       5.08E-17  9.59E-16    70.12  1.39E+15  6.72E-14     3586597
    33.50       1.09E-16  9.61E-16    71.34  1.37E+15  6.85E-14     3525177
    34.50       5.22E-17  9.62E-16    72.47  1.36E+15  6.97E-14     3470303
    35.50       7.87E-17  9.64E-16    73.61  1.35E+15  7.10E-14     3415632
    36.50       8.12E-17  9.67E-16    74.71  1.34E+15  7.23E-14     3366310
    37.50       6.21E-17  9.70E-16    75.82  1.33E+15  7.36E-14     3316842
    38.50       7.70E-17  9.74E-16    76.94  1.32E+15  7.49E-14     3268762
    39.50       7.85E-17  9.79E-16    77.93  1.31E+15  7.63E-14     3227311
    40.50       6.12E-17  9.85E-16    78.92  1.30E+15  7.77E-14     3186231
    41.50       7.18E-17  9.90E-16    79.83  1.28E+15  7.90E-14     3150305
    42.50       8.87E-17  9.95E-16    80.77  1.27E+15  8.04E-14     3113450
    43.50       1.31E-16  1.00E-15    81.71  1.26E+15  8.19E-14     3077811
    44.50       7.62E-17  1.01E-15    82.54  1.25E+15  8.33E-14     3046758
    45.50       7.52E-17  1.02E-15    83.41  1.24E+15  8.48E-14     3015428
    46.50       7.46E-17  1.02E-15    84.24  1.23E+15  8.62E-14     2985417
    47.50       7.14E-17  1.03E-15    84.97  1.22E+15  8.76E-14     2959976
    48.50       8.33E-17  1.04E-15    85.67  1.21E+15  8.91E-14     2935646
    49.50       8.05E-17  1.05E-15    86.36  1.20E+15  9.05E-14     2912315
    50.50       1.16E-16  1.06E-15    87.17  1.19E+15  9.21E-14     2884790
    51.50       8.20E-17  1.06E-15    87.79  1.18E+15  9.33E-14     2865076
    52.50       8.68E-17  1.07E-15    88.50  1.17E+15  9.48E-14     2842033
    53.50       1.28E-16  1.08E-15    89.17  1.16E+15  9.61E-14     2820097
    54.50       8.99E-17  1.08E-15    89.93  1.15E+15  9.75E-14     2797066
    55.50       9.17E-17  1.09E-15    90.52  1.14E+15  9.88E-14     2778658
