                                SS           DS         SPEX         DPEX          Sum
 NEG         28867709            0            0            0            0     28867709
 SI         349975102     48204892     11185517     34367696     13770842    457504049
 DI          41668050     15932974      7018506     13995528      7983217     86598275
 TI          15648045      9334918      4417443      9918679      5690179     45009264
 SC          54024007     10602520      2188959     13113449      5085568     85014503
 DC           1629685      1249830       507420      1503914       653261      5544110
 DCAI         3440280      1128586       378404      1276422       503143      6726835
 TEX        131201750     27043772      5898283     17741509      7545954    189431268
 --------------------------------------------------------------------------------------
 Sum        626454628    113497492     31594532     91917197     41232164
 
                                SS           DS         SPEX         DPEX          Sum
 NEG             3.19         0.00         0.00         0.00         0.00         3.19
 SI             38.68         5.33         1.24         3.80         1.52        50.57
 DI              4.61         1.76         0.78         1.55         0.88         9.57
 TI              1.73         1.03         0.49         1.10         0.63         4.98
 SC              5.97         1.17         0.24         1.45         0.56         9.40
 DC              0.18         0.14         0.06         0.17         0.07         0.61
 DCAI            0.38         0.12         0.04         0.14         0.06         0.74
 TEX            14.50         2.99         0.65         1.96         0.83        20.94
 --------------------------------------------------------------------------------------
 Sum            69.24        12.55         3.49        10.16         4.56
