                                SS           DS         SPEX         DPEX          Sum
 SI           3193203     21588563     10300527     23014547      5398965     63495805
 DI           4556683      1433756      1185100      1439169       851702      9466410
 TI            129530      4692274      3660302      4869228      3171782     16523116
 DCAI           14385        20450        11863        23047        12756        82501
 SC          37774539     17973371      7025690     28307217      6782320     97863137
 DC           2649333      4605458      1819881      6305659      2782131     18162462
 TEX          2978660     23770083     14358995     25337542      8562939     75008219
 -------------------------------------------------------------------------------------
 Sum         51296333     74083955     38362358     89296409     27562595    280601650
 
                                SS           DS         SPEX         DPEX          Sum
 SI              1.14         7.69         3.67         8.20         1.92        22.63
 DI              1.62         0.51         0.42         0.51         0.30         3.37
 TI              0.05         1.67         1.30         1.74         1.13         5.89
 DCAI            0.01         0.01         0.00         0.01         0.00         0.03
 SC             13.46         6.41         2.50        10.09         2.42        34.88
 DC              0.94         1.64         0.65         2.25         0.99         6.47
 TEX             1.06         8.47         5.12         9.03         3.05        26.73
 -------------------------------------------------------------------------------------
 Sum            18.28        26.40        13.67        31.82         9.82       100.00
