 E              SP        Sig       dE     dN        SP1           Ions
 Various data to calculate stopping power for input of 1 ion/cm^2/s.
 Conversion from [eV*cm^2] to [(MeV/mg)*cm^2] is 3.345e-15.
 Ion Energy     dE/dN     Sigma       dE     dN        Sigma*dE      Counts
 [keV/u]        [eV*cm^2] [cm^2]      [eV]   [cm^-2]   [eV*cm^2]    per bin
     1.50       4.19E-18  2.92E-16    38.49  5.11E+15  1.13E-14     6547999
     2.50       5.99E-18  3.68E-16    38.39  3.61E+15  1.41E-14     6561747
     3.50       8.80E-18  4.63E-16    38.32  2.75E+15  1.77E-14     6577615
     4.50       1.33E-17  5.65E-16    38.25  2.27E+15  2.16E-14     6562458
     5.50       1.18E-17  6.70E-16    38.76  1.98E+15  2.60E-14     6537205
     6.50       1.74E-17  7.69E-16    39.12  1.80E+15  3.01E-14     6473435
     7.50       1.89E-17  8.57E-16    39.71  1.69E+15  3.40E-14     6410831
     8.50       1.90E-17  9.30E-16    39.87  1.62E+15  3.71E-14     6393030
     9.50       1.86E-17  9.85E-16    39.08  1.57E+15  3.85E-14     6508257
    10.50       1.95E-17  1.02E-15    39.18  1.56E+15  3.99E-14     6457505
    11.50       3.04E-17  1.03E-15    40.55  1.57E+15  4.19E-14     6239490
    12.50       2.47E-17  1.04E-15    41.97  1.57E+15  4.36E-14     6028237
    13.50       2.16E-17  1.04E-15    43.43  1.57E+15  4.52E-14     5826299
    14.50       2.45E-17  1.04E-15    44.89  1.56E+15  4.66E-14     5636585
    15.50       3.54E-17  1.03E-15    46.36  1.56E+15  4.79E-14     5457842
    16.50       2.69E-17  1.03E-15    47.81  1.55E+15  4.91E-14     5292137
    17.50       3.12E-17  1.02E-15    49.35  1.54E+15  5.03E-14     5127010
    18.50       2.75E-17  1.01E-15    50.81  1.53E+15  5.14E-14     4979720
    19.50       3.65E-17  1.00E-15    52.28  1.53E+15  5.25E-14     4839956
    20.50       3.67E-17  9.96E-16    53.76  1.52E+15  5.36E-14     4707312
    21.50       3.40E-17  9.90E-16    55.19  1.51E+15  5.47E-14     4584606
    22.50       2.95E-17  9.85E-16    56.63  1.50E+15  5.58E-14     4469246
    23.50       4.91E-17  9.79E-16    58.09  1.49E+15  5.69E-14     4355966
    24.50       4.65E-17  9.73E-16    59.47  1.47E+15  5.79E-14     4255658
    25.50       4.02E-17  9.70E-16    60.95  1.46E+15  5.91E-14     4152021
    26.50       4.30E-17  9.66E-16    62.34  1.45E+15  6.02E-14     4060008
    27.50       4.49E-17  9.63E-16    63.67  1.44E+15  6.13E-14     3974566
    28.50       4.64E-17  9.61E-16    65.02  1.43E+15  6.25E-14     3892354
    29.50       4.70E-17  9.59E-16    66.29  1.42E+15  6.36E-14     3818105
    30.50       5.44E-17  9.60E-16    67.58  1.41E+15  6.48E-14     3745209
    31.50       6.73E-17  9.59E-16    68.84  1.40E+15  6.60E-14     3676470
    32.50       4.63E-17  9.60E-16    70.10  1.39E+15  6.73E-14     3610557
    33.50       5.15E-17  9.60E-16    71.31  1.38E+15  6.84E-14     3549282
    34.50       5.31E-17  9.62E-16    72.50  1.36E+15  6.97E-14     3491204
    35.50       5.34E-17  9.64E-16    73.63  1.35E+15  7.10E-14     3437344
    36.50       7.91E-17  9.67E-16    74.78  1.34E+15  7.23E-14     3384870
    37.50       6.35E-17  9.72E-16    75.86  1.33E+15  7.37E-14     3336811
    38.50       7.48E-17  9.74E-16    76.92  1.32E+15  7.49E-14     3290242
    39.50       7.78E-17  9.79E-16    77.95  1.31E+15  7.63E-14     3246785
    40.50       7.93E-17  9.84E-16    78.93  1.30E+15  7.77E-14     3207238
    41.50       5.82E-17  9.90E-16    79.86  1.29E+15  7.90E-14     3169684
    42.50       1.39E-16  9.95E-16    80.81  1.27E+15  8.04E-14     3132207
    43.50       8.04E-17  1.00E-15    81.75  1.26E+15  8.19E-14     3096117
    44.50       6.02E-17  1.01E-15    82.48  1.25E+15  8.33E-14     3069340
    45.50       1.08E-16  1.02E-15    83.36  1.24E+15  8.47E-14     3036213
    46.50       8.49E-17  1.02E-15    84.17  1.23E+15  8.62E-14     3007389
    47.50       8.98E-17  1.03E-15    84.98  1.22E+15  8.76E-14     2978809
    48.50       8.33E-17  1.04E-15    85.69  1.21E+15  8.91E-14     2954438
    49.50       8.58E-17  1.05E-15    86.35  1.19E+15  9.06E-14     2931454
    50.50       9.94E-17  1.06E-15    87.23  1.19E+15  9.22E-14     2901927
    51.50       1.17E-16  1.06E-15    87.89  1.18E+15  9.35E-14     2880380
    52.50       9.91E-17  1.07E-15    88.54  1.17E+15  9.48E-14     2858448
    53.50       1.08E-16  1.08E-15    89.26  1.16E+15  9.61E-14     2836081
    54.50       9.22E-17  1.08E-15    89.87  1.15E+15  9.74E-14     2816884
    55.50       1.11E-16  1.09E-15    90.39  1.14E+15  9.88E-14     2800634
