                                SS           DS         SPEX         DPEX          Sum
 NEG         29059838            0            0            0            0     29059838
 SI         321441953     48097390     11192938     34128013     13773475    428633769
 DI          37033100     15614373      6992711     13594016      7938681     81172881
 TI          15065582      9282041      4424479      9852265      5700627     44324994
 SC          54085876     10646897      2202645     13171072      5108975     85215465
 DC           1630944      1257446       512070      1513441       658308      5572209
 DCAI         3434039      1133684       378709      1279565       506478      6732475
 TEX        120729671     27166062      5926014     17784386      7585576    179191709
 --------------------------------------------------------------------------------------
 Sum        582481003    113197893     31629566     91322758     41272120
 
                                SS           DS         SPEX         DPEX          Sum
 NEG             3.38         0.00         0.00         0.00         0.00         3.38
 SI             37.38         5.59         1.30         3.97         1.60        49.85
 DI              4.31         1.82         0.81         1.58         0.92         9.44
 TI              1.75         1.08         0.51         1.15         0.66         5.15
 SC              6.29         1.24         0.26         1.53         0.59         9.91
 DC              0.19         0.15         0.06         0.18         0.08         0.65
 DCAI            0.40         0.13         0.04         0.15         0.06         0.78
 TEX            14.04         3.16         0.69         2.07         0.88        20.84
 --------------------------------------------------------------------------------------
 Sum            67.74        13.16         3.68        10.62         4.80
