206.284	2.50367E-5
213.362	1.43621E-6
213.383	7.36655E-7
214.913	1.92118E-9
216.224	2.87989E-5
229.134	4.63081E-4
238.179	0.003198
238.858	0.0034643
254.858	0.0444703
269.49	1.18083
274.269	0.389764
277.17	0.991403
281.795	0.158532
282.425	1.27989
287.352	1.68568
288.678	0.675499
289.51	0.205472
289.629	0.370922
292.816	0.368404
294.464	1.18906E-4
295.376	1.24161
296.407	2.08994
298.802	1.38714
300.153	2.1983E-6
303.092	0.144182
304.577	0.384646
305.635	0.258796
312.169	1.5879
312.712	0.150051
312.733	0.0152226
313.313	0.299204
315.18	0.106191
316.723	0.376007
317.511	2.23049
326.803	0.055428
328.235	0.372398
334.481	8.80665E-4
337.528	0.328526
338.209	0.327127
393.813	0.330117
399.254	0.165686
