                                SS           DS         SPEX         DPEX          Sum
 NEG         28922463            0            0            0            0     28922463
 SI         112091637     42773147      9891340     28615508     12083794    205455426
 DI           8239904     11323292      5621232      8816684      6282299     40283411
 TI           7897171      7294647      3817803      7656404      4949991     31616016
 SC          49172991     10199323      2089619     12627397      4958938     79048268
 DC           1541563      1183364       476262      1438820       618406      5258415
 DCAI         2823730       975742       347495      1108178       462921      5718066
 TEX         45373471     26198409      5682987     16636806      7271348    101163021
 --------------------------------------------------------------------------------------
 Sum        256062930     99947924     27926738     76899797     36627697
 
                                SS           DS         SPEX         DPEX          Sum
 NEG             5.81         0.00         0.00         0.00         0.00         5.81
 SI             22.53         8.60         1.99         5.75         2.43        41.30
 DI              1.66         2.28         1.13         1.77         1.26         8.10
 TI              1.59         1.47         0.77         1.54         1.00         6.36
 SC              9.88         2.05         0.42         2.54         1.00        15.89
 DC              0.31         0.24         0.10         0.29         0.12         1.06
 DCAI            0.57         0.20         0.07         0.22         0.09         1.15
 TEX             9.12         5.27         1.14         3.34         1.46        20.34
 --------------------------------------------------------------------------------------
 Sum            51.47        20.09         5.61        15.46         7.36
