                                SS           DS         SPEX         DPEX          Sum
 SI           1701643      9557643      4823165     10125849      2680817     28889117
 DI           1545684       458655       382751       462145       288451      3137686
 TI             33641      1608779      1307663      1648688      1248115      5846886
 DCAI            1701         4677         2704         5036         3149        17267
 SC          19008655      7782373      2903271     12540228      3299562     45534089
 DC           1706163      2450505       806330      3534139      1503415     10000552
 TEX           829265     12237211      8431357     12757576      5458493     39713902
 -------------------------------------------------------------------------------------
 Sum         24826752     34099843     18657241     41073661     14482002    133139499
 
                                SS           DS         SPEX         DPEX          Sum
 SI              1.28         7.18         3.62         7.61         2.01        21.70
 DI              1.16         0.34         0.29         0.35         0.22         2.36
 TI              0.03         1.21         0.98         1.24         0.94         4.39
 DCAI            0.00         0.00         0.00         0.00         0.00         0.01
 SC             14.28         5.85         2.18         9.42         2.48        34.20
 DC              1.28         1.84         0.61         2.65         1.13         7.51
 TEX             0.62         9.19         6.33         9.58         4.10        29.83
 -------------------------------------------------------------------------------------
 Sum            18.65        25.61        14.01        30.85        10.88       100.00
