                                SS           DS         SPEX         DPEX          Sum
 SI           1304132      2361872      1085768      2547774       494805      7794351
 DI            240825        67717        57311        68845        33826       468524
 TI              5792       128713       109258       130980       112677       487420
 DCAI              88          265          205          282          208         1048
 SC           5745709      1529846       594837      2164508       774150     10809050
 DC            576726       498302       117467       730801       342963      2266259
 TEX            54613      2840696      2243926      2890649      1243479      9273363
 -------------------------------------------------------------------------------------
 Sum          7927885      7427411      4208772      8533839      3002108     31100015
 
                                SS           DS         SPEX         DPEX          Sum
 SI              4.19         7.59         3.49         8.19         1.59        25.06
 DI              0.77         0.22         0.18         0.22         0.11         1.51
 TI              0.02         0.41         0.35         0.42         0.36         1.57
 DCAI            0.00         0.00         0.00         0.00         0.00         0.00
 SC             18.47         4.92         1.91         6.96         2.49        34.76
 DC              1.85         1.60         0.38         2.35         1.10         7.29
 TEX             0.18         9.13         7.22         9.29         4.00        29.82
 -------------------------------------------------------------------------------------
 Sum            25.49        23.88        13.53        27.44         9.65       100.00
