                                SS           DS         SPEX         DPEX          Sum
 SI           1262741      1707979       746614      1855830       302822      5875986
 DI            148988        42541        35984        43125        18901       289539
 TI              3860        53640        46273        54763        47585       206121
 DCAI              26           99           67          104           81          377
 SC           4356108       991162       397931      1322267       525925      7593393
 DC            437347       315426        64693       456741       226618      1500825
 TEX            21748      1954757      1583815      1979695       794527      6334542
 -------------------------------------------------------------------------------------
 Sum          6230818      5065604      2875377      5712525      1916459     21800783
 
                                SS           DS         SPEX         DPEX          Sum
 SI              5.79         7.83         3.42         8.51         1.39        26.95
 DI              0.68         0.20         0.17         0.20         0.09         1.33
 TI              0.02         0.25         0.21         0.25         0.22         0.95
 DCAI            0.00         0.00         0.00         0.00         0.00         0.00
 SC             19.98         4.55         1.83         6.07         2.41        34.83
 DC              2.01         1.45         0.30         2.10         1.04         6.88
 TEX             0.10         8.97         7.26         9.08         3.64        29.06
 -------------------------------------------------------------------------------------
 Sum            28.58        23.24        13.19        26.20         8.79       100.00
