                                SS           DS         SPEX         DPEX          Sum
 SI           1341598      2983733      1419852      3208847       700206      9654236
 DI            338181        95919        80122        95983        51648       661853
 TI              7580       224991       190583       229564       195057       847775
 DCAI             128          480          326          550          430         1914
 SC           7002066      2060079       786734      3031102      1010104     13890085
 DC            706646       692668       176658      1017578       459196      3052746
 TEX            99488      3726168      2883770      3801121      1710668     12221215
 -------------------------------------------------------------------------------------
 Sum          9495687      9784038      5538045     11384745      4127309     40329824
 
                                SS           DS         SPEX         DPEX          Sum
 SI              3.33         7.40         3.52         7.96         1.74        23.94
 DI              0.84         0.24         0.20         0.24         0.13         1.64
 TI              0.02         0.56         0.47         0.57         0.48         2.10
 DCAI            0.00         0.00         0.00         0.00         0.00         0.00
 SC             17.36         5.11         1.95         7.52         2.50        34.44
 DC              1.75         1.72         0.44         2.52         1.14         7.57
 TEX             0.25         9.24         7.15         9.43         4.24        30.30
 -------------------------------------------------------------------------------------
 Sum            23.55        24.26        13.73        28.23        10.23       100.00
