                                SS           DS         SPEX         DPEX          Sum
 SI           1584644      7877542      3987232      8353625      2227795     24030838
 DI           1208539       353926       296263       355265       221595      2435588
 TI             25761      1219782      1000124      1249451       972843      4467961
 DCAI            1150         3287         1900         3465         2371        12173
 SC          16086776      6304210      2348659     10123479      2751301     37614425
 DC           1509554      2062795       654438      3001826      1274031      8502644
 TEX           610536     10246407      7234800     10631436      4724126     33447305
 -------------------------------------------------------------------------------------
 Sum         21026960     28067949     15523416     33718547     12174062    110510934
 
                                SS           DS         SPEX         DPEX          Sum
 SI              1.43         7.13         3.61         7.56         2.02        21.75
 DI              1.09         0.32         0.27         0.32         0.20         2.20
 TI              0.02         1.10         0.91         1.13         0.88         4.04
 DCAI            0.00         0.00         0.00         0.00         0.00         0.01
 SC             14.56         5.70         2.13         9.16         2.49        34.04
 DC              1.37         1.87         0.59         2.72         1.15         7.69
 TEX             0.55         9.27         6.55         9.62         4.27        30.27
 -------------------------------------------------------------------------------------
 Sum            19.03        25.40        14.05        30.51        11.02       100.00
