                                SS           DS         SPEX         DPEX          Sum
 SI          70904717     63779720     28768472     71771292     16504674    251728875
 DI          29927443      7973058      6353018      8207566      5019073     57480158
 TI           4564508     17772934     13306652     18858010     11371786     65873890
 DCAI          829546       447566       244605       539758       215885      2277360
 SC          93713809     42817074     17765259     61143735     14759186    230199063
 DC           4931862     10680002      5862764     13138748      6522391     41135767
 TEX         36692658     45896821     23333996     50921641     13556006    170401122
 -------------------------------------------------------------------------------------
 Sum        241564543    189367175     95634766    224580750     67949001    819096235
 
                                SS           DS         SPEX         DPEX          Sum
 SI              8.66         7.79         3.51         8.76         2.01        30.73
 DI              3.65         0.97         0.78         1.00         0.61         7.02
 TI              0.56         2.17         1.62         2.30         1.39         8.04
 DCAI            0.10         0.05         0.03         0.07         0.03         0.28
 SC             11.44         5.23         2.17         7.46         1.80        28.10
 DC              0.60         1.30         0.72         1.60         0.80         5.02
 TEX             4.48         5.60         2.85         6.22         1.65        20.80
 -------------------------------------------------------------------------------------
 Sum            29.49        23.12        11.68        27.42         8.30       100.00
