                                SS           DS         SPEX         DPEX          Sum
 SI           3560912     23303740     11041991     24869739      5749414     68525796
 DI           5080759      1599477      1322739      1609760       944945     10557680
 TI            153553      5159586      4009446      5354469      3448663     18125717
 DCAI           18398        23982        14120        27763        14775        99038
 SC          40218941     19353103      7612432     30298554      7231642    104714672
 DC           2750758      4867109      1967142      6626012      2942493     19153514
 TEX          3378056     25107566     14955494     26836864      8861628     79139608
 -------------------------------------------------------------------------------------
 Sum         55161377     79414563     40923364     95623161     29193560    300316025
 
                                SS           DS         SPEX         DPEX          Sum
 SI              1.19         7.76         3.68         8.28         1.91        22.82
 DI              1.69         0.53         0.44         0.54         0.31         3.52
 TI              0.05         1.72         1.34         1.78         1.15         6.04
 DCAI            0.01         0.01         0.00         0.01         0.00         0.03
 SC             13.39         6.44         2.53        10.09         2.41        34.87
 DC              0.92         1.62         0.66         2.21         0.98         6.38
 TEX             1.12         8.36         4.98         8.94         2.95        26.35
 -------------------------------------------------------------------------------------
 Sum            18.37        26.44        13.63        31.84         9.72       100.00
