 E              SP        Sig       dE     dN        SP1           Ions
 Various data to calculate stopping power for input of 1 ion/cm^2/s.
 Conversion from [eV*cm^2] to [(MeV/mg)*cm^2] is 3.345e-15.
 Ion Energy     dE/dN     Sigma       dE     dN        Sigma*dE      Counts
 [keV/u]        [eV*cm^2] [cm^2]      [eV]   [cm^-2]   [eV*cm^2]    per bin
     1.50       4.77E-18  2.92E-16    38.49  5.10E+15  1.13E-14     6510236
     2.50       7.45E-18  3.68E-16    38.38  3.61E+15  1.41E-14     6523909
     3.50       8.79E-18  4.63E-16    38.31  2.75E+15  1.77E-14     6530145
     4.50       1.11E-17  5.66E-16    38.37  2.26E+15  2.17E-14     6531706
     5.50       1.38E-17  6.70E-16    38.64  1.98E+15  2.59E-14     6493127
     6.50       1.43E-17  7.69E-16    39.15  1.80E+15  3.01E-14     6437457
     7.50       2.20E-17  8.57E-16    39.66  1.69E+15  3.40E-14     6376226
     8.50       1.75E-17  9.30E-16    39.80  1.62E+15  3.70E-14     6370568
     9.50       1.98E-17  9.85E-16    39.10  1.57E+15  3.85E-14     6464865
    10.50       2.43E-17  1.02E-15    39.20  1.56E+15  3.99E-14     6415117
    11.50       2.42E-17  1.03E-15    40.58  1.57E+15  4.19E-14     6196803
    12.50       2.12E-17  1.04E-15    41.96  1.57E+15  4.36E-14     5992593
    13.50       2.42E-17  1.04E-15    43.43  1.57E+15  4.52E-14     5791193
    14.50       2.26E-17  1.04E-15    44.89  1.56E+15  4.66E-14     5602589
    15.50       2.89E-17  1.03E-15    46.39  1.56E+15  4.79E-14     5422744
    16.50       2.88E-17  1.03E-15    47.83  1.55E+15  4.91E-14     5258235
    17.50       2.75E-17  1.02E-15    49.33  1.54E+15  5.03E-14     5099290
    18.50       2.98E-17  1.01E-15    50.81  1.54E+15  5.14E-14     4949790
    19.50       3.01E-17  1.00E-15    52.26  1.53E+15  5.25E-14     4812695
    20.50       3.33E-17  9.97E-16    53.74  1.52E+15  5.36E-14     4680626
    21.50       3.52E-17  9.91E-16    55.21  1.51E+15  5.47E-14     4556111
    22.50       3.66E-17  9.85E-16    56.70  1.50E+15  5.58E-14     4437089
    23.50       4.56E-17  9.79E-16    58.12  1.48E+15  5.69E-14     4328416
    24.50       6.87E-17  9.74E-16    59.52  1.48E+15  5.80E-14     4226181
    25.50       4.62E-17  9.70E-16    60.93  1.46E+15  5.91E-14     4128464
    26.50       4.42E-17  9.67E-16    62.28  1.45E+15  6.02E-14     4039757
    27.50       4.57E-17  9.63E-16    63.75  1.44E+15  6.14E-14     3946148
    28.50       6.40E-17  9.61E-16    65.01  1.43E+15  6.24E-14     3869596
    29.50       4.40E-17  9.59E-16    66.35  1.42E+15  6.36E-14     3791946
    30.50       5.49E-17  9.59E-16    67.60  1.41E+15  6.48E-14     3721738
    31.50       5.44E-17  9.59E-16    68.83  1.40E+15  6.60E-14     3655350
    32.50       6.98E-17  9.59E-16    70.08  1.39E+15  6.72E-14     3589688
    33.50       5.33E-17  9.60E-16    71.31  1.38E+15  6.85E-14     3528580
    34.50       5.08E-17  9.62E-16    72.53  1.36E+15  6.98E-14     3468550
    35.50       8.66E-17  9.64E-16    73.67  1.36E+15  7.10E-14     3415152
    36.50       6.11E-17  9.67E-16    74.75  1.34E+15  7.23E-14     3366029
    37.50       6.42E-17  9.71E-16    75.87  1.33E+15  7.36E-14     3315978
    38.50       8.57E-17  9.75E-16    76.99  1.32E+15  7.50E-14     3268225
    39.50       9.40E-17  9.79E-16    77.92  1.31E+15  7.63E-14     3228770
    40.50       1.18E-16  9.85E-16    78.95  1.30E+15  7.77E-14     3186804
    41.50       8.36E-17  9.90E-16    79.92  1.29E+15  7.91E-14     3147964
    42.50       7.73E-17  9.95E-16    80.74  1.27E+15  8.04E-14     3116286
    43.50       1.72E-16  1.00E-15    81.77  1.26E+15  8.19E-14     3076962
    44.50       9.11E-17  1.01E-15    82.58  1.25E+15  8.33E-14     3046885
    45.50       7.48E-17  1.02E-15    83.37  1.24E+15  8.47E-14     3018003
    46.50       9.04E-17  1.02E-15    84.17  1.23E+15  8.61E-14     2989508
    47.50       9.50E-17  1.03E-15    84.97  1.22E+15  8.76E-14     2961396
    48.50       8.38E-17  1.04E-15    85.63  1.21E+15  8.90E-14     2938259
    49.50       8.57E-17  1.05E-15    86.32  1.20E+15  9.05E-14     2914794
    50.50       8.41E-17  1.06E-15    87.15  1.19E+15  9.21E-14     2887267
    51.50       1.45E-16  1.06E-15    87.89  1.18E+15  9.34E-14     2863091
    52.50       1.18E-16  1.07E-15    88.54  1.17E+15  9.48E-14     2841772
    53.50       1.15E-16  1.08E-15    89.27  1.16E+15  9.61E-14     2819014
    54.50       2.83E-16  1.08E-15    89.78  1.15E+15  9.74E-14     2802552
    55.50       8.63E-17  1.09E-15    90.38  1.14E+15  9.87E-14     2783968
