                                SS           DS         SPEX         DPEX          Sum
 NEG         28941887            0            0            0            0     28941887
 SI          44109182     37881629      8367028     23088848     10151822    123598509
 DI           2030398      8817350      4312482      6127591      4759438     26047259
 TI           3920658      5392927      2908741      5613331      3873372     21709029
 SC          43429230      9450445      1876573     11754216      4676370     71186834
 DC           1443509      1013295       379493      1259139       498246      4593682
 DCAI         2095530       731430       262081       836660       355171      4280872
 TEX         20256921     25067789      5359079     15304993      6868043     72856825
 --------------------------------------------------------------------------------------
 Sum        146227315     88354865     23465477     63984778     31182462
 
                                SS           DS         SPEX         DPEX          Sum
 NEG             8.19         0.00         0.00         0.00         0.00         8.19
 SI             12.49        10.72         2.37         6.54         2.87        34.99
 DI              0.57         2.50         1.22         1.73         1.35         7.37
 TI              1.11         1.53         0.82         1.59         1.10         6.15
 SC             12.30         2.68         0.53         3.33         1.32        20.15
 DC              0.41         0.29         0.11         0.36         0.14         1.30
 DCAI            0.59         0.21         0.07         0.24         0.10         1.21
 TEX             5.74         7.10         1.52         4.33         1.94        20.63
 --------------------------------------------------------------------------------------
 Sum            41.40        25.01         6.64        18.11         8.83
