                                SS           DS         SPEX         DPEX          Sum
 NEG         28797894            0            0            0            0     28797894
 SI          43891022     37693111      8325456     22974018     10101267    122984874
 DI           2020476      8773545      4291251      6097115      4735943     25918330
 TI           3901212      5366156      2894449      5585552      3854003     21601372
 SC          43213122      9403291      1867185     11695662      4653153     70832413
 DC           1436460      1008342       377633      1252842       495756      4571033
 DCAI         2085309       727774       260789       832568       353426      4259866
 TEX         20156386     24943325      5332241     15228952      6833548     72494452
 --------------------------------------------------------------------------------------
 Sum        145501881     87915544     23349004     63666709     31027096
 
                                SS           DS         SPEX         DPEX          Sum
 NEG             8.19         0.00         0.00         0.00         0.00         8.19
 SI             12.49        10.72         2.37         6.54         2.87        34.99
 DI              0.57         2.50         1.22         1.73         1.35         7.37
 TI              1.11         1.53         0.82         1.59         1.10         6.15
 SC             12.30         2.68         0.53         3.33         1.32        20.15
 DC              0.41         0.29         0.11         0.36         0.14         1.30
 DCAI            0.59         0.21         0.07         0.24         0.10         1.21
 TEX             5.74         7.10         1.52         4.33         1.94        20.63
 --------------------------------------------------------------------------------------
 Sum            41.40        25.01         6.64        18.11         8.83
