                                SS           DS         SPEX         DPEX          Sum
 NEG         25612733            0            0            0            0     25612733
 SI           2372898     21705835      3095212      7839510      3456910     38470365
 DI              9274      3465199       989223      1273312      1009497      6746505
 TI            129651       864235       421810       906281       689108      3011085
 SC          19791130      4343744       698470      5950057      2470571     33253972
 DC            731741       293626        54265       467978       100871      1648481
 DCAI          233954       109753        33675       143424        49570       570376
 TEX          1369226     17725622      3315844      8559306      4170767     35140765
 --------------------------------------------------------------------------------------
 Sum         50250607     48508014      8608499     25139868     11947294
 
                                SS           DS         SPEX         DPEX          Sum
 NEG            17.73         0.00         0.00         0.00         0.00        17.73
 SI              1.64        15.03         2.14         5.43         2.39        26.63
 DI              0.01         2.40         0.68         0.88         0.70         4.67
 TI              0.09         0.60         0.29         0.63         0.48         2.08
 SC             13.70         3.01         0.48         4.12         1.71        23.02
 DC              0.51         0.20         0.04         0.32         0.07         1.14
 DCAI            0.16         0.08         0.02         0.10         0.03         0.39
 TEX             0.95        12.27         2.30         5.93         2.89        24.33
 --------------------------------------------------------------------------------------
 Sum            34.79        33.58         5.96        17.40         8.27
