                                SS           DS         SPEX         DPEX          Sum
 SI           1398291      4291910      2128785      4583954      1144943     13547883
 DI            554622       157308       131171       157986        92464      1093551
 TI             11805       461044       386074       471252       393359      1723534
 DCAI             323         1129          734         1189          876         4251
 SC           9521360      3179892      1193593      4901380      1499499     20295724
 DC            962428      1098562       309609      1624374       701921      4696894
 TEX           214741      5570020      4186218      5714260      2668640     18353879
 -------------------------------------------------------------------------------------
 Sum         12663570     14759865      8336184     17454395      6501702     59715716
 
                                SS           DS         SPEX         DPEX          Sum
 SI              2.34         7.19         3.56         7.68         1.92        22.69
 DI              0.93         0.26         0.22         0.26         0.15         1.83
 TI              0.02         0.77         0.65         0.79         0.66         2.89
 DCAI            0.00         0.00         0.00         0.00         0.00         0.01
 SC             15.94         5.33         2.00         8.21         2.51        33.99
 DC              1.61         1.84         0.52         2.72         1.18         7.87
 TEX             0.36         9.33         7.01         9.57         4.47        30.74
 -------------------------------------------------------------------------------------
 Sum            21.21        24.72        13.96        29.23        10.89       100.00
