                                SS           DS         SPEX         DPEX          Sum
 NEG         28901098            0            0            0            0     28901098
 SI         666586092     50859115     11434610     37429094     14128087    780436998
 DI          97088498     18661640      7357003     17135167      8540319    148782627
 TI          20195138      9821015      4482155     10452784      5793377     50744469
 SC          55568892     10687976      2195265     13210438      5097312     86759883
 DC           1668814      1256085       511447      1513994       657472      5607812
 DCAI         3565287      1143387       379366      1289930       504474      6882444
 TEX        258166929     27441910      5946146     18211944      7606732    317373661
 --------------------------------------------------------------------------------------
 Sum       1131740748    119871128     32305992     99243351     42327773
 
                                SS           DS         SPEX         DPEX          Sum
 NEG             2.03         0.00         0.00         0.00         0.00         2.03
 SI             46.76         3.57         0.80         2.63         0.99        54.75
 DI              6.81         1.31         0.52         1.20         0.60        10.44
 TI              1.42         0.69         0.31         0.73         0.41         3.56
 SC              3.90         0.75         0.15         0.93         0.36         6.09
 DC              0.12         0.09         0.04         0.11         0.05         0.39
 DCAI            0.25         0.08         0.03         0.09         0.04         0.48
 TEX            18.11         1.93         0.42         1.28         0.53        22.26
 --------------------------------------------------------------------------------------
 Sum            79.39         8.41         2.27         6.96         2.97
