 E              SP        Sig       dE     dN        SP1           Ions
 Various data to calculate stopping power for input of 1 ion/cm^2/s.
 Conversion from [eV*cm^2] to [(MeV/mg)*cm^2] is 3.345e-15.
 Ion Energy     dE/dN     Sigma       dE     dN        Sigma*dE      Counts
 [keV/u]        [eV*cm^2] [cm^2]      [eV]   [cm^-2]   [eV*cm^2]    per bin
     1.50       3.76E-18  2.93E-16    38.43  5.10E+15  1.12E-14     6522222
     2.50       1.31E-17  3.68E-16    38.33  3.61E+15  1.41E-14     6534145
     3.50       1.26E-17  4.63E-16    38.24  2.75E+15  1.77E-14     6540266
     4.50       1.14E-17  5.66E-16    38.33  2.27E+15  2.17E-14     6533720
     5.50       2.87E-17  6.70E-16    38.66  1.98E+15  2.59E-14     6502297
     6.50       1.75E-17  7.69E-16    39.08  1.80E+15  3.00E-14     6436897
     7.50       1.52E-17  8.57E-16    39.75  1.69E+15  3.41E-14     6376635
     8.50       1.74E-17  9.29E-16    39.76  1.62E+15  3.69E-14     6375250
     9.50       2.22E-17  9.85E-16    39.06  1.58E+15  3.85E-14     6471697
    10.50       2.00E-17  1.02E-15    39.16  1.56E+15  3.99E-14     6423474
    11.50       2.22E-17  1.03E-15    40.58  1.57E+15  4.19E-14     6199682
    12.50       2.31E-17  1.04E-15    41.98  1.57E+15  4.36E-14     5991531
    13.50       2.49E-17  1.04E-15    43.43  1.57E+15  4.51E-14     5792079
    14.50       2.41E-17  1.04E-15    44.89  1.56E+15  4.66E-14     5603489
    15.50       2.52E-17  1.03E-15    46.36  1.56E+15  4.79E-14     5426392
    16.50       2.61E-17  1.03E-15    47.84  1.55E+15  4.91E-14     5259210
    17.50       2.82E-17  1.02E-15    49.30  1.54E+15  5.03E-14     5103446
    18.50       4.04E-17  1.01E-15    50.79  1.54E+15  5.14E-14     4953131
    19.50       3.26E-17  1.00E-15    52.30  1.53E+15  5.25E-14     4810964
    20.50       3.30E-17  9.97E-16    53.75  1.52E+15  5.36E-14     4681113
    21.50       3.75E-17  9.89E-16    55.21  1.51E+15  5.46E-14     4556870
    22.50       4.23E-17  9.84E-16    56.63  1.50E+15  5.57E-14     4442979
    23.50       3.67E-17  9.79E-16    58.10  1.49E+15  5.69E-14     4330941
    24.50       5.04E-17  9.74E-16    59.50  1.47E+15  5.79E-14     4229209
    25.50       4.13E-17  9.69E-16    60.93  1.47E+15  5.91E-14     4129811
    26.50       4.77E-17  9.67E-16    62.31  1.45E+15  6.02E-14     4038123
    27.50       8.08E-17  9.63E-16    63.64  1.44E+15  6.13E-14     3953993
    28.50       4.23E-17  9.60E-16    65.03  1.43E+15  6.24E-14     3869565
    29.50       4.83E-17  9.60E-16    66.34  1.42E+15  6.37E-14     3793557
    30.50       4.96E-17  9.59E-16    67.57  1.41E+15  6.48E-14     3724151
    31.50       5.02E-17  9.59E-16    68.85  1.40E+15  6.60E-14     3655109
    32.50       6.04E-17  9.59E-16    70.12  1.39E+15  6.73E-14     3589016
    33.50       6.10E-17  9.60E-16    71.28  1.38E+15  6.84E-14     3530474
    34.50       6.86E-17  9.61E-16    72.47  1.37E+15  6.97E-14     3472858
    35.50       1.89E-16  9.65E-16    73.65  1.35E+15  7.11E-14     3416824
    36.50       4.88E-16  9.67E-16    74.77  1.34E+15  7.23E-14     3365963
    37.50       7.58E-17  9.70E-16    75.87  1.33E+15  7.36E-14     3317068
    38.50       5.40E-17  9.74E-16    76.88  1.32E+15  7.49E-14     3273148
    39.50       1.14E-16  9.79E-16    78.02  1.31E+15  7.64E-14     3225888
    40.50       9.29E-17  9.84E-16    78.99  1.30E+15  7.77E-14     3185941
    41.50       7.77E-17  9.90E-16    79.93  1.28E+15  7.91E-14     3148690
    42.50       7.24E-17  9.95E-16    80.80  1.27E+15  8.04E-14     3114941
    43.50       9.24E-17  1.00E-15    81.72  1.26E+15  8.19E-14     3079688
    44.50       7.94E-17  1.01E-15    82.55  1.25E+15  8.33E-14     3048838
    45.50       9.12E-17  1.02E-15    83.42  1.24E+15  8.47E-14     3017355
    46.50       8.76E-17  1.02E-15    84.20  1.23E+15  8.62E-14     2988738
    47.50       7.60E-17  1.03E-15    84.88  1.22E+15  8.76E-14     2965011
    48.50       9.49E-17  1.04E-15    85.73  1.21E+15  8.92E-14     2935804
    49.50       8.12E-17  1.05E-15    86.40  1.20E+15  9.07E-14     2913031
    50.50       8.17E-17  1.06E-15    87.20  1.19E+15  9.22E-14     2886012
    51.50       1.24E-16  1.06E-15    87.85  1.18E+15  9.33E-14     2865459
    52.50       1.13E-16  1.07E-15    88.58  1.17E+15  9.48E-14     2841087
    53.50       8.20E-17  1.08E-15    89.17  1.16E+15  9.61E-14     2822392
    54.50       9.50E-17  1.08E-15    89.88  1.15E+15  9.75E-14     2800255
    55.50       9.54E-17  1.09E-15    90.51  1.14E+15  9.88E-14     2781034
