                                SS           DS         SPEX         DPEX          Sum
 NEG         24243774            0            0            0            0     24243774
 SI           1915496     19503784      2449110      6271305      2808039     32947734
 DI              4860      2951462       715536       945413       745432      5362703
 TI             66568       563840       273439       592593       463724      1960164
 SC          16491217      3500765       546847      4905552      2096478     27540859
 DC            619524       225731        35901       374163        74085      1329404
 DCAI          147882        73153        21474        97726        34028       374263
 TEX           900371     16068696      2892879      7387032      3690735     30939713
 --------------------------------------------------------------------------------------
 Sum         44389692     42887431      6935186     20573784      9912521
 
                                SS           DS         SPEX         DPEX          Sum
 NEG            19.44         0.00         0.00         0.00         0.00        19.44
 SI              1.54        15.64         1.96         5.03         2.25        26.42
 DI              0.00         2.37         0.57         0.76         0.60         4.30
 TI              0.05         0.45         0.22         0.48         0.37         1.57
 SC             13.23         2.81         0.44         3.93         1.68        22.09
 DC              0.50         0.18         0.03         0.30         0.06         1.07
 DCAI            0.12         0.06         0.02         0.08         0.03         0.30
 TEX             0.72        12.89         2.32         5.92         2.96        24.81
 --------------------------------------------------------------------------------------
 Sum            35.60        34.39         5.56        16.50         7.95
