                                SS           DS         SPEX         DPEX          Sum
 NEG         27283271            0            0            0            0     27283271
 SI           4220827     25616549      4313749     10968338      4743278     49862741
 DI             36588      4464613      1578639      2010581      1606616      9697037
 TI            363651      1590963       799556      1669632      1215432      5639234
 SC          25720295      5819950       985011      7706971      3095974     43328201
 DC            937914       436445       103853       644747       162231      2285190
 DCAI          477802       198162        66715       253795        89794      1086268
 TEX          2732059     20135541      3965016     10484063      4938937     42255616
 --------------------------------------------------------------------------------------
 Sum         61772407     58262223     11812539     33738127     15852262
 
                                SS           DS         SPEX         DPEX          Sum
 NEG            15.04         0.00         0.00         0.00         0.00        15.04
 SI              2.33        14.12         2.38         6.05         2.61        27.48
 DI              0.02         2.46         0.87         1.11         0.89         5.34
 TI              0.20         0.88         0.44         0.92         0.67         3.11
 SC             14.18         3.21         0.54         4.25         1.71        23.88
 DC              0.52         0.24         0.06         0.36         0.09         1.26
 DCAI            0.26         0.11         0.04         0.14         0.05         0.60
 TEX             1.51        11.10         2.19         5.78         2.72        23.29
 --------------------------------------------------------------------------------------
 Sum            34.05        32.11         6.51        18.59         8.74
